image,image_patch,mask_patch,label,fold,ela
Au_art_00061,2.png,,0,0,ela_2.png
Au_art_20056,1.png,,0,0,ela_1.png
Au_pla_30330,4.png,,0,0,ela_4.png
Au_cha_30191,2.png,,0,0,ela_2.png
Au_sec_30297,0.png,,0,0,ela_0.png
Tp_D_CRN_S_B_cha00083_cha00065_00403,1.png,1_gt.png,1,0,ela_1.png
Au_ani_30578,3.png,,0,0,ela_3.png
Au_art_30342,3.png,,0,0,ela_3.png
Tp_D_NRN_S_N_pla10124_nat00095_11705,1.png,1_gt.png,1,0,ela_1.png
Tp_S_CRN_M_N_arc10119_arc10119_10756,2.png,2_gt.png,1,0,ela_2.png
Au_ani_10106,2.png,,0,0,ela_2.png
Au_pla_30502,2.png,,0,0,ela_2.png
Tp_S_NNN_S_N_pla00044_pla00044_00579,1.png,1_gt.png,1,0,ela_1.png
Au_cha_10120,3.png,,0,0,ela_3.png
Au_nat_30483,1.png,,0,0,ela_1.png
Au_arc_30095,4.png,,0,0,ela_4.png
Au_ani_30283,4.png,,0,0,ela_4.png
Tp_D_NRN_S_N_sec00009_art00076_11744,1.png,1_gt.png,1,0,ela_1.png
Au_cha_30225,3.png,,0,0,ela_3.png
Tp_D_NNN_M_N_art00023_nat00013_11876,2.png,2_gt.png,1,0,ela_2.png
Au_cha_30320,3.png,,0,0,ela_3.png
Au_cha_30441,2.png,,0,0,ela_2.png
Au_nat_30660,0.png,,0,0,ela_0.png
Tp_S_NNN_S_N_ind00094_ind00094_10655,0.png,0_gt.png,1,0,ela_0.png
Au_cha_30712,3.png,,0,0,ela_3.png
Tp_D_NNN_M_N_sec00054_cha00062_11473,2.png,2_gt.png,1,0,ela_2.png
Au_nat_30700,1.png,,0,0,ela_1.png
Au_ani_30154,1.png,,0,0,ela_1.png
Au_pla_30062,0.png,,0,0,ela_0.png
Tp_S_NRN_S_N_art20082_art20082_02314,1.png,1_gt.png,1,0,ela_1.png
Au_ani_30272,2.png,,0,0,ela_2.png
Tp_D_NRN_M_N_nat10116_cha00027_11675,3.png,3_gt.png,1,0,ela_3.png
Tp_D_NNN_M_N_art00088_txt00098_10326,2.png,2_gt.png,1,0,ela_2.png
Au_nat_20005,0.png,,0,0,ela_0.png
Au_pla_30139,1.png,,0,0,ela_1.png
Au_cha_30021,2.png,,0,0,ela_2.png
Au_sec_30632,1.png,,0,0,ela_1.png
Au_arc_30479,4.png,,0,0,ela_4.png
Au_pla_30530,4.png,,0,0,ela_4.png
Tp_S_NRN_M_N_art00015_art00015_10272,1.png,1_gt.png,1,0,ela_1.png
Au_art_30564,0.png,,0,0,ela_0.png
Tp_S_NNN_S_B_sec20078_sec20078_01668,1.png,1_gt.png,1,0,ela_1.png
Au_pla_00049,2.png,,0,0,ela_2.png
Au_ani_30178,1.png,,0,0,ela_1.png
Tp_S_NRN_M_N_art00093_art00093_10485,0.png,0_gt.png,1,0,ela_0.png
Au_cha_30533,3.png,,0,0,ela_3.png
Tp_D_NRN_M_N_art00013_art00011_11838,2.png,2_gt.png,1,0,ela_2.png
Au_ani_30366,2.png,,0,0,ela_2.png
Au_ani_30385,4.png,,0,0,ela_4.png
Au_cha_10172,4.png,,0,0,ela_4.png
Au_ani_30746,0.png,,0,0,ela_0.png
Tp_S_CNN_M_N_ind00091_ind00091_10648,1.png,1_gt.png,1,0,ela_1.png
Au_nat_30566,2.png,,0,0,ela_2.png
Tp_D_CRN_S_N_sec00074_pla00084_00095,17.png,17_gt.png,1,0,ela_17.png
Tp_S_CNN_M_N_art00074_art00074_10536,1.png,1_gt.png,1,0,ela_1.png
Tp_D_CRN_S_N_nat00099_nat00061_10075,4.png,4_gt.png,1,0,ela_4.png
Au_cha_30079,4.png,,0,0,ela_4.png
Tp_D_CRN_M_N_nat10130_cha00086_11523,2.png,2_gt.png,1,0,ela_2.png
Au_nat_00088,3.png,,0,0,ela_3.png
Tp_D_NRN_S_N_sec00071_art00064_00706,3.png,3_gt.png,1,0,ela_3.png
Tp_S_NRN_S_B_nat00076_nat00076_00982,1.png,1_gt.png,1,0,ela_1.png
Au_nat_20100,3.png,,0,0,ela_3.png
Au_arc_30471,4.png,,0,0,ela_4.png
Tp_S_NNN_S_B_sec20069_sec20069_01659,0.png,0_gt.png,1,0,ela_0.png
Au_art_20082,3.png,,0,0,ela_3.png
Tp_S_NNN_S_B_nat10001_nat10001_20002,3.png,3_gt.png,1,0,ela_3.png
Tp_S_NNN_S_N_art20011_art20011_01817,1.png,1_gt.png,1,0,ela_1.png
Au_arc_20004,4.png,,0,0,ela_4.png
Tp_D_NRN_S_N_nat10156_cha00062_12010,1.png,1_gt.png,1,0,ela_1.png
Au_ani_00019,2.png,,0,0,ela_2.png
Au_pla_30585,0.png,,0,0,ela_0.png
Tp_S_CNN_M_N_sec00018_sec00018_10793,0.png,0_gt.png,1,0,ela_0.png
Au_sec_30624,4.png,,0,0,ela_4.png
Au_art_30389,3.png,,0,0,ela_3.png
Au_pla_30279,4.png,,0,0,ela_4.png
Tp_D_NRN_S_B_sec00079_pla00029_00100,2.png,2_gt.png,1,0,ela_2.png
Au_pla_30399,3.png,,0,0,ela_3.png
Tp_D_NRN_M_N_nat10160_nat00095_12064,7.png,7_gt.png,1,0,ela_7.png
Au_arc_30106,0.png,,0,0,ela_0.png
Au_ani_30641,3.png,,0,0,ela_3.png
Au_arc_20050,3.png,,0,0,ela_3.png
Tp_S_CRN_S_N_art20002_art20002_02497,2.png,2_gt.png,1,0,ela_2.png
Au_arc_00046,2.png,,0,0,ela_2.png
Au_cha_20011,0.png,,0,0,ela_0.png
Au_cha_00036,2.png,,0,0,ela_2.png
Au_ani_10210,3.png,,0,0,ela_3.png
Tp_S_NND_S_N_sec20028_sec20028_01618,4.png,4_gt.png,1,0,ela_4.png
Au_nat_20017,1.png,,0,0,ela_1.png
Tp_S_NND_M_B_arc10107_arc10107_11164,1.png,1_gt.png,1,0,ela_1.png
Au_sec_20097,1.png,,0,0,ela_1.png
Au_arc_30423,2.png,,0,0,ela_2.png
Tp_D_NRN_S_B_cha00076_ani00068_10044,1.png,1_gt.png,1,0,ela_1.png
Au_cha_00013,1.png,,0,0,ela_1.png
Tp_D_NRN_M_N_cha10123_nat10124_12192,2.png,2_gt.png,1,0,ela_2.png
Au_nat_30150,2.png,,0,0,ela_2.png
Tp_D_NRN_S_N_art00051_ani00098_01406,1.png,1_gt.png,1,0,ela_1.png
Au_cha_20026,4.png,,0,0,ela_4.png
Au_pla_30686,4.png,,0,0,ela_4.png
Au_ani_10187,3.png,,0,0,ela_3.png
Au_cha_20008,4.png,,0,0,ela_4.png
Au_ani_30506,3.png,,0,0,ela_3.png
Au_nat_30436,2.png,,0,0,ela_2.png
Au_nat_30376,3.png,,0,0,ela_3.png
Au_nat_30570,4.png,,0,0,ela_4.png
Tp_D_NRN_S_N_ani10171_ani00097_12457,0.png,0_gt.png,1,0,ela_0.png
Au_cha_30258,1.png,,0,0,ela_1.png
Au_art_30448,3.png,,0,0,ela_3.png
Au_sec_30228,2.png,,0,0,ela_2.png
Au_nat_30490,3.png,,0,0,ela_3.png
Au_cha_30614,3.png,,0,0,ela_3.png
Au_cha_30609,3.png,,0,0,ela_3.png
Au_art_30638,4.png,,0,0,ela_4.png
Au_ani_30526,2.png,,0,0,ela_2.png
Tp_D_NRN_M_N_nat10131_nat10132_11905,3.png,3_gt.png,1,0,ela_3.png
Tp_S_NRN_S_N_ani10189_ani10189_12433,0.png,0_gt.png,1,0,ela_0.png
Au_cha_30189,0.png,,0,0,ela_0.png
Tp_S_CNN_M_N_art00024_art00024_10553,1.png,1_gt.png,1,0,ela_1.png
Au_pla_30526,2.png,,0,0,ela_2.png
Au_arc_20056,1.png,,0,0,ela_1.png
Tp_D_CRN_S_O_ani10180_ani10206_12425,1.png,1_gt.png,1,0,ela_1.png
Au_txt_30004,3.png,,0,0,ela_3.png
Tp_S_CRN_S_N_cha10199_cha10199_12359,7.png,7_gt.png,1,0,ela_7.png
Tp_D_NRN_S_N_art00050_cha00026_00522,1.png,1_gt.png,1,0,ela_1.png
Tp_D_NRN_M_N_nat10126_cha00063_11652,0.png,0_gt.png,1,0,ela_0.png
Tp_S_NRD_S_N_art20008_art20008_01814,0.png,0_gt.png,1,0,ela_0.png
Au_cha_00076,3.png,,0,0,ela_3.png
Au_ind_30111,3.png,,0,0,ela_3.png
Au_cha_30008,4.png,,0,0,ela_4.png
Tp_D_NRN_M_N_arc10120_nat10132_12142,0.png,0_gt.png,1,0,ela_0.png
Au_sec_30729,1.png,,0,0,ela_1.png
Au_sec_30510,3.png,,0,0,ela_3.png
Au_pla_00060,1.png,,0,0,ela_1.png
Tp_S_NRN_S_B_art00019_art00019_01019,0.png,0_gt.png,1,0,ela_0.png
Tp_S_CNN_S_N_ind00040_ind00040_10878,0.png,0_gt.png,1,0,ela_0.png
Au_cha_20037,1.png,,0,0,ela_1.png
Au_pla_30209,1.png,,0,0,ela_1.png
Au_txt_00060,0.png,,0,0,ela_0.png
Au_cha_20025,2.png,,0,0,ela_2.png
Au_pla_20085,3.png,,0,0,ela_3.png
Au_sec_30572,0.png,,0,0,ela_0.png
Au_pla_30429,2.png,,0,0,ela_2.png
Au_cha_30305,4.png,,0,0,ela_4.png
Au_ani_20010,2.png,,0,0,ela_2.png
Au_cha_30025,2.png,,0,0,ela_2.png
Tp_D_NRN_S_N_art00010_art00014_11842,0.png,0_gt.png,1,0,ela_0.png
Au_sec_30110,4.png,,0,0,ela_4.png
Tp_D_NRD_M_N_ani10004_ani10005_20101,1.png,1_gt.png,1,0,ela_1.png
Au_cha_00021,1.png,,0,0,ela_1.png
Au_pla_30471,4.png,,0,0,ela_4.png
Au_nat_30143,2.png,,0,0,ela_2.png
Au_ind_30088,4.png,,0,0,ela_4.png
Tp_S_NNN_S_N_nat20083_nat20083_01587,0.png,0_gt.png,1,0,ela_0.png
Au_nat_00007,4.png,,0,0,ela_4.png
Au_pla_30542,0.png,,0,0,ela_0.png
Au_sec_20025,3.png,,0,0,ela_3.png
Au_arc_30590,4.png,,0,0,ela_4.png
Au_art_30252,0.png,,0,0,ela_0.png
Au_pla_20093,0.png,,0,0,ela_0.png
Tp_D_NRN_M_N_nat10150_nat00060_12032,10.png,10_gt.png,1,0,ela_10.png
Au_sec_00074,3.png,,0,0,ela_3.png
Tp_D_NRD_S_B_art20007_arc20009_01813,3.png,3_gt.png,1,0,ela_3.png
Au_txt_00084,3.png,,0,0,ela_3.png
Tp_D_CRN_S_B_sec00004_ind00069_00024,3.png,3_gt.png,1,0,ela_3.png
Tp_S_CRD_S_N_cha10154_cha10154_12264,0.png,0_gt.png,1,0,ela_0.png
Au_ind_30159,0.png,,0,0,ela_0.png
Au_ind_30054,3.png,,0,0,ela_3.png
Au_ani_30509,4.png,,0,0,ela_4.png
Au_sec_30714,3.png,,0,0,ela_3.png
Au_cha_30135,3.png,,0,0,ela_3.png
Tp_D_NNN_S_N_sec00051_sec00055_11240,1.png,1_gt.png,1,0,ela_1.png
Au_nat_20064,0.png,,0,0,ela_0.png
Au_nat_20098,2.png,,0,0,ela_2.png
Au_sec_20096,3.png,,0,0,ela_3.png
Tp_S_NNN_S_N_arc20006_arc20006_01459,0.png,0_gt.png,1,0,ela_0.png
Au_art_30390,0.png,,0,0,ela_0.png
Au_arc_20076,3.png,,0,0,ela_3.png
Tp_D_NRN_M_N_txt10112_nat10103_10111,1.png,1_gt.png,1,0,ela_1.png
Au_sec_30339,1.png,,0,0,ela_1.png
Au_nat_30306,0.png,,0,0,ela_0.png
Au_arc_30815,3.png,,0,0,ela_3.png
Au_nat_30221,1.png,,0,0,ela_1.png
Au_sec_30573,4.png,,0,0,ela_4.png
Au_art_30279,1.png,,0,0,ela_1.png
Au_art_30523,2.png,,0,0,ela_2.png
Tp_S_NRN_S_N_ind20001_ind20001_01742,0.png,0_gt.png,1,0,ela_0.png
Au_pla_30661,4.png,,0,0,ela_4.png
Au_arc_30762,3.png,,0,0,ela_3.png
Tp_D_NNN_S_N_art00058_cha00063_00525,4.png,4_gt.png,1,0,ela_4.png
Au_pla_30490,3.png,,0,0,ela_3.png
Au_nat_10123,0.png,,0,0,ela_0.png
Au_ani_10203,1.png,,0,0,ela_1.png
Tp_S_NRN_S_N_ind00019_ind00019_01317,1.png,1_gt.png,1,0,ela_1.png
Au_art_00044,0.png,,0,0,ela_0.png
Tp_D_CRN_S_N_pla00006_pla00007_10942,0.png,0_gt.png,1,0,ela_0.png
Au_art_30294,1.png,,0,0,ela_1.png
Au_nat_30341,1.png,,0,0,ela_1.png
Au_art_30232,2.png,,0,0,ela_2.png
Tp_D_CRD_S_N_ani00075_art00012_00195,0.png,0_gt.png,1,0,ela_0.png
Tp_D_NRN_M_N_nat10164_nat00097_12097,0.png,0_gt.png,1,0,ela_0.png
Tp_D_CRN_M_N_pla00035_pla00033_10997,1.png,1_gt.png,1,0,ela_1.png
Au_sec_30155,4.png,,0,0,ela_4.png
Au_art_30072,0.png,,0,0,ela_0.png
Tp_S_NRD_S_B_arc00065_arc00065_01061,4.png,4_gt.png,1,0,ela_4.png
Au_cha_10170,4.png,,0,0,ela_4.png
Au_art_30117,1.png,,0,0,ela_1.png
Au_ani_30028,3.png,,0,0,ela_3.png
Au_ani_30217,2.png,,0,0,ela_2.png
Au_arc_30267,0.png,,0,0,ela_0.png
Au_sec_00061,2.png,,0,0,ela_2.png
Au_pla_20004,0.png,,0,0,ela_0.png
Tp_D_NRD_S_B_art20007_arc20009_01813,4.png,4_gt.png,1,0,ela_4.png
Tp_D_NRN_S_N_sec00023_art00076_11742,1.png,1_gt.png,1,0,ela_1.png
Tp_S_NNN_S_N_arc00089_arc00089_01040,1.png,1_gt.png,1,0,ela_1.png
Tp_D_NRN_M_N_pla00020_pla10126_12132,1.png,1_gt.png,1,0,ela_1.png
Au_ind_20005,3.png,,0,0,ela_3.png
Au_txt_00060,4.png,,0,0,ela_4.png
Tp_S_NNN_S_N_pla00018_pla00018_01138,0.png,0_gt.png,1,0,ela_0.png
Au_nat_10003,3.png,,0,0,ela_3.png
Au_nat_30114,3.png,,0,0,ela_3.png
Au_cha_00010,1.png,,0,0,ela_1.png
Au_art_30027,3.png,,0,0,ela_3.png
Tp_S_NRN_S_N_txt00009_txt00009_01267,0.png,0_gt.png,1,0,ela_0.png
Au_pla_30569,3.png,,0,0,ela_3.png
Au_txt_00065,4.png,,0,0,ela_4.png
Au_pla_30147,4.png,,0,0,ela_4.png
Tp_D_CRN_M_O_nat00013_ani00070_11413,0.png,0_gt.png,1,0,ela_0.png
Tp_S_NRD_S_N_pla20003_pla20003_01903,3.png,3_gt.png,1,0,ela_3.png
Tp_S_NNN_S_N_ani10197_ani10197_12405,1.png,1_gt.png,1,0,ela_1.png
Au_arc_30520,4.png,,0,0,ela_4.png
Au_ani_30008,3.png,,0,0,ela_3.png
Au_ind_00064,0.png,,0,0,ela_0.png
Au_cha_30245,2.png,,0,0,ela_2.png
Tp_D_CRD_M_N_txt00068_txt00065_10135,1.png,1_gt.png,1,0,ela_1.png
Tp_S_NRN_S_N_cha10120_cha10120_12165,1.png,1_gt.png,1,0,ela_1.png
Au_arc_20004,0.png,,0,0,ela_0.png
Au_ani_30138,1.png,,0,0,ela_1.png
Tp_S_CNN_S_N_cha10207_cha10207_12348,0.png,0_gt.png,1,0,ela_0.png
Au_art_30070,1.png,,0,0,ela_1.png
Au_pla_30372,0.png,,0,0,ela_0.png
Au_pla_30194,0.png,,0,0,ela_0.png
Au_cha_10110,0.png,,0,0,ela_0.png
Tp_S_NRN_S_N_ani00074_ani00074_00825,3.png,3_gt.png,1,0,ela_3.png
Tp_D_CRN_M_N_pla00035_pla00033_10997,9.png,9_gt.png,1,0,ela_9.png
Au_arc_30610,3.png,,0,0,ela_3.png
Au_cha_10183,4.png,,0,0,ela_4.png
Au_nat_30621,0.png,,0,0,ela_0.png
Tp_S_NNN_S_N_cha20046_cha20046_02045,0.png,0_gt.png,1,0,ela_0.png
Au_cha_30223,0.png,,0,0,ela_0.png
Au_art_30654,1.png,,0,0,ela_1.png
Au_sec_00090,4.png,,0,0,ela_4.png
Au_txt_00083,0.png,,0,0,ela_0.png
Au_art_30214,1.png,,0,0,ela_1.png
Au_nat_30471,1.png,,0,0,ela_1.png
Au_ani_30041,0.png,,0,0,ela_0.png
Tp_S_CNN_M_N_pla00035_pla00035_10149,1.png,1_gt.png,1,0,ela_1.png
Au_pla_30103,2.png,,0,0,ela_2.png
Tp_S_NNN_S_N_cha00089_cha00089_00871,1.png,1_gt.png,1,0,ela_1.png
Au_nat_10002,4.png,,0,0,ela_4.png
Tp_S_NND_S_N_pla20062_pla20062_02370,3.png,3_gt.png,1,0,ela_3.png
Au_arc_30001,4.png,,0,0,ela_4.png
Tp_D_NNN_L_O_sec00062_nat00083_00083,1.png,1_gt.png,1,0,ela_1.png
Au_arc_30118,1.png,,0,0,ela_1.png
Tp_S_NNN_S_N_sec00076_sec00076_00774,0.png,0_gt.png,1,0,ela_0.png
Tp_S_NNN_S_N_txt00093_txt00093_00690,1.png,1_gt.png,1,0,ela_1.png
Au_cha_30343,4.png,,0,0,ela_4.png
Au_nat_30630,3.png,,0,0,ela_3.png
Au_ind_30126,4.png,,0,0,ela_4.png
Au_pla_20028,2.png,,0,0,ela_2.png
Tp_S_CRN_M_B_arc00086_arc00086_11197,1.png,1_gt.png,1,0,ela_1.png
Au_arc_30022,0.png,,0,0,ela_0.png
Au_sec_30248,1.png,,0,0,ela_1.png
Au_pla_00003,2.png,,0,0,ela_2.png
Tp_S_CRN_S_N_pla00044_pla00044_10974,1.png,1_gt.png,1,0,ela_1.png
Au_pla_30477,2.png,,0,0,ela_2.png
Tp_D_NNN_M_N_arc00010_nat00002_00230,0.png,0_gt.png,1,0,ela_0.png
Tp_S_NND_S_N_ind10101_ind10101_11116,0.png,0_gt.png,1,0,ela_0.png
Au_ani_30667,3.png,,0,0,ela_3.png
Tp_D_NRN_M_N_cha10122_nat10144_12155,9.png,9_gt.png,1,0,ela_9.png
Tp_S_NNN_S_N_cha00082_cha00082_00867,0.png,0_gt.png,1,0,ela_0.png
Au_sec_30333,4.png,,0,0,ela_4.png
Au_pla_00023,3.png,,0,0,ela_3.png
Au_arc_20025,1.png,,0,0,ela_1.png
Au_cha_30568,4.png,,0,0,ela_4.png
Au_sec_30234,1.png,,0,0,ela_1.png
Au_cha_30285,4.png,,0,0,ela_4.png
Au_cha_30547,4.png,,0,0,ela_4.png
Au_ani_30591,2.png,,0,0,ela_2.png
Au_ani_30042,4.png,,0,0,ela_4.png
Tp_S_NND_S_N_arc20010_arc20010_01463,0.png,0_gt.png,1,0,ela_0.png
Tp_S_NNN_S_N_pla00014_pla00014_00553,1.png,1_gt.png,1,0,ela_1.png
Tp_S_NND_S_N_ani00074_ani00074_00194,5.png,5_gt.png,1,0,ela_5.png
Au_arc_30497,4.png,,0,0,ela_4.png
Au_art_20032,2.png,,0,0,ela_2.png
Au_cha_30195,0.png,,0,0,ela_0.png
Au_txt_00014,2.png,,0,0,ela_2.png
Au_pla_30553,0.png,,0,0,ela_0.png
Au_nat_30284,1.png,,0,0,ela_1.png
Au_ani_30611,0.png,,0,0,ela_0.png
Tp_S_CNN_M_O_ani00097_ani00097_10133,2.png,2_gt.png,1,0,ela_2.png
Tp_D_CRN_S_N_ani10151_ani10206_12489,4.png,4_gt.png,1,0,ela_4.png
Au_ani_30412,3.png,,0,0,ela_3.png
Au_ani_00097,0.png,,0,0,ela_0.png
Au_txt_00003,1.png,,0,0,ela_1.png
Au_sec_30532,1.png,,0,0,ela_1.png
Au_arc_30554,0.png,,0,0,ela_0.png
Au_pla_00061,4.png,,0,0,ela_4.png
Tp_S_NNN_S_N_cha00060_cha00060_00855,1.png,1_gt.png,1,0,ela_1.png
Au_ani_30088,0.png,,0,0,ela_0.png
Au_art_30306,0.png,,0,0,ela_0.png
Tp_S_NNN_S_N_art20035_art20035_01841,3.png,3_gt.png,1,0,ela_3.png
Tp_S_NNN_S_B_pla20008_pla20008_02395,0.png,0_gt.png,1,0,ela_0.png
Au_ani_20052,2.png,,0,0,ela_2.png
Au_ani_30189,2.png,,0,0,ela_2.png
Tp_D_NRN_M_N_art10107_cha00027_11667,0.png,0_gt.png,1,0,ela_0.png
Au_ani_30792,1.png,,0,0,ela_1.png
Au_ani_30331,3.png,,0,0,ela_3.png
Au_nat_30183,0.png,,0,0,ela_0.png
Au_pla_30438,1.png,,0,0,ela_1.png
Au_pla_00016,3.png,,0,0,ela_3.png
Au_nat_30261,4.png,,0,0,ela_4.png
Au_arc_30569,2.png,,0,0,ela_2.png
Au_pla_30281,2.png,,0,0,ela_2.png
Au_pla_20097,2.png,,0,0,ela_2.png
Au_ani_10157,2.png,,0,0,ela_2.png
Tp_D_CRN_S_B_cha00056_ani00070_00376,1.png,1_gt.png,1,0,ela_1.png
Au_nat_30111,0.png,,0,0,ela_0.png
Tp_S_NNN_S_N_arc20075_arc20075_01715,1.png,1_gt.png,1,0,ela_1.png
Tp_S_NNN_S_N_nat00030_nat00030_00945,1.png,1_gt.png,1,0,ela_1.png
Au_arc_30337,0.png,,0,0,ela_0.png
Tp_S_CRN_M_N_arc00036_arc00036_10088,2.png,2_gt.png,1,0,ela_2.png
Au_art_30299,4.png,,0,0,ela_4.png
Au_ani_30335,1.png,,0,0,ela_1.png
Au_arc_30628,0.png,,0,0,ela_0.png
Au_ani_30245,1.png,,0,0,ela_1.png
Au_sec_30329,3.png,,0,0,ela_3.png
Au_sec_00068,2.png,,0,0,ela_2.png
Au_ani_10222,1.png,,0,0,ela_1.png
Tp_S_NNN_S_N_ani10172_ani10172_12451,0.png,0_gt.png,1,0,ela_0.png
Tp_S_NNN_S_N_art20035_art20035_01841,1.png,1_gt.png,1,0,ela_1.png
Au_ind_00070,4.png,,0,0,ela_4.png
Au_sec_30557,1.png,,0,0,ela_1.png
Au_sec_30603,0.png,,0,0,ela_0.png
Au_cha_30601,1.png,,0,0,ela_1.png
Tp_S_NRN_S_N_ind00013_ind00013_20069,1.png,1_gt.png,1,0,ela_1.png
Tp_S_CRN_S_B_pla00039_pla00039_10980,0.png,0_gt.png,1,0,ela_0.png
Au_sec_20091,4.png,,0,0,ela_4.png
Au_sec_30402,1.png,,0,0,ela_1.png
Au_ani_30562,1.png,,0,0,ela_1.png
Au_nat_00044,4.png,,0,0,ela_4.png
Au_sec_30348,2.png,,0,0,ela_2.png
Au_ind_00071,1.png,,0,0,ela_1.png
Au_pla_20019,2.png,,0,0,ela_2.png
Au_cha_30626,4.png,,0,0,ela_4.png
Au_cha_30705,2.png,,0,0,ela_2.png
Au_cha_30007,4.png,,0,0,ela_4.png
Au_cha_30035,3.png,,0,0,ela_3.png
Au_ani_00050,3.png,,0,0,ela_3.png
Tp_D_CRN_M_B_nat10165_nat10164_12100,3.png,3_gt.png,1,0,ela_3.png
Tp_D_NRN_S_N_arc00039_ani00005_00259,0.png,0_gt.png,1,0,ela_0.png
Au_pla_30154,4.png,,0,0,ela_4.png
Tp_D_CRN_M_B_nat10143_nat00013_12037,3.png,3_gt.png,1,0,ela_3.png
Au_cha_30218,1.png,,0,0,ela_1.png
Au_pla_20045,1.png,,0,0,ela_1.png
Au_txt_30020,4.png,,0,0,ela_4.png
Au_cha_10211,3.png,,0,0,ela_3.png
Au_pla_30302,2.png,,0,0,ela_2.png
Tp_D_NRN_M_N_nat00091_nat00097_11099,2.png,2_gt.png,1,0,ela_2.png
Au_pla_30661,2.png,,0,0,ela_2.png
Au_nat_30176,0.png,,0,0,ela_0.png
Au_nat_30420,4.png,,0,0,ela_4.png
Au_txt_10117,2.png,,0,0,ela_2.png
Au_art_30274,4.png,,0,0,ela_4.png
Au_pla_30096,1.png,,0,0,ela_1.png
Au_ind_20023,3.png,,0,0,ela_3.png
Au_sec_30437,4.png,,0,0,ela_4.png
Tp_D_CRN_S_N_cha10150_cha00040_12221,2.png,2_gt.png,1,0,ela_2.png
Tp_D_NNN_M_O_art00052_nat10122_11849,1.png,1_gt.png,1,0,ela_1.png
Au_sec_30430,1.png,,0,0,ela_1.png
Au_art_30541,2.png,,0,0,ela_2.png
Au_cha_30378,3.png,,0,0,ela_3.png
Au_nat_30647,0.png,,0,0,ela_0.png
Au_arc_30368,3.png,,0,0,ela_3.png
Au_sec_10104,3.png,,0,0,ela_3.png
Tp_D_NRN_S_N_ani10190_ani10200_12431,3.png,3_gt.png,1,0,ela_3.png
Au_ind_30079,4.png,,0,0,ela_4.png
Tp_S_NNN_S_N_sec00053_sec00053_00733,1.png,1_gt.png,1,0,ela_1.png
Au_ind_20015,4.png,,0,0,ela_4.png
Tp_S_NRN_S_N_arc00001_arc00001_11184,1.png,1_gt.png,1,0,ela_1.png
Au_arc_30273,0.png,,0,0,ela_0.png
Au_art_30336,1.png,,0,0,ela_1.png
Tp_S_NRN_S_B_pla20088_pla20088_02354,1.png,1_gt.png,1,0,ela_1.png
Au_arc_30661,0.png,,0,0,ela_0.png
Au_pla_20019,3.png,,0,0,ela_3.png
Au_arc_00002,4.png,,0,0,ela_4.png
Au_sec_30401,1.png,,0,0,ela_1.png
Tp_D_NNN_S_B_txt00068_cha00065_10178,1.png,1_gt.png,1,0,ela_1.png
Tp_D_NRD_M_N_art00098_art00077_11711,3.png,3_gt.png,1,0,ela_3.png
Au_ind_30075,2.png,,0,0,ela_2.png
Au_ani_00062,1.png,,0,0,ela_1.png
Au_pla_00091,2.png,,0,0,ela_2.png
Au_arc_30422,4.png,,0,0,ela_4.png
Au_txt_00028,1.png,,0,0,ela_1.png
Tp_S_NNN_M_N_sec00040_sec00040_10490,2.png,2_gt.png,1,0,ela_2.png
Au_arc_00088,2.png,,0,0,ela_2.png
Au_pla_30586,1.png,,0,0,ela_1.png
Tp_S_NNN_S_N_arc00079_arc00079_00299,3.png,3_gt.png,1,0,ela_3.png
Au_art_00046,0.png,,0,0,ela_0.png
Au_ani_30674,1.png,,0,0,ela_1.png
Tp_D_CRN_S_B_sec00093_sec00098_00113,3.png,3_gt.png,1,0,ela_3.png
Tp_S_CRD_M_N_arc10116_arc10116_10762,1.png,1_gt.png,1,0,ela_1.png
Au_cha_30690,0.png,,0,0,ela_0.png
Au_ani_30575,4.png,,0,0,ela_4.png
Tp_S_NRN_S_B_ani10202_ani10202_12413,1.png,1_gt.png,1,0,ela_1.png
Au_nat_30460,2.png,,0,0,ela_2.png
Au_txt_00010,0.png,,0,0,ela_0.png
Tp_S_CRN_S_N_cha10161_cha10161_12257,3.png,3_gt.png,1,0,ela_3.png
Au_pla_30206,2.png,,0,0,ela_2.png
Au_arc_30843,2.png,,0,0,ela_2.png
Au_cha_30261,3.png,,0,0,ela_3.png
Tp_S_CNN_S_N_sec00028_sec00028_10782,0.png,0_gt.png,1,0,ela_0.png
Au_pla_30693,4.png,,0,0,ela_4.png
Au_nat_30367,1.png,,0,0,ela_1.png
Au_cha_30451,3.png,,0,0,ela_3.png
Au_pla_30396,2.png,,0,0,ela_2.png
Au_arc_30135,4.png,,0,0,ela_4.png
Au_arc_30198,4.png,,0,0,ela_4.png
Tp_S_NRN_S_N_cha00037_cha00037_00357,0.png,0_gt.png,1,0,ela_0.png
Au_sec_00003,3.png,,0,0,ela_3.png
Tp_S_NNN_S_N_pla00013_pla00013_20067,1.png,1_gt.png,1,0,ela_1.png
Au_cha_30309,2.png,,0,0,ela_2.png
Au_nat_20026,0.png,,0,0,ela_0.png
Tp_S_NNN_S_N_ani10195_ani10195_12402,0.png,0_gt.png,1,0,ela_0.png
Au_art_30150,0.png,,0,0,ela_0.png
Au_arc_20031,0.png,,0,0,ela_0.png
Au_art_30676,1.png,,0,0,ela_1.png
Au_cha_30591,4.png,,0,0,ela_4.png
