image,image_patch,mask_patch,label,fold,ela
Tp_D_NRN_S_B_arc00074_arc00075_11195,1.png,1_gt.png,1,1,ela_1.png
Au_ind_30107,2.png,,0,1,
Tp_S_CNN_M_N_txt10107_txt10107_10867,6.png,6_gt.png,1,1,ela_6.png
Au_art_30239,3.png,,0,1,
Au_ani_30087,4.png,,0,1,
Au_pla_30189,2.png,,0,1,
Au_arc_30658,3.png,,0,1,
Tp_S_CRN_M_N_art00016_art00016_10277,14.png,14_gt.png,1,1,ela_14.png
Tp_S_NND_S_N_ind00018_ind00018_00434,0.png,0_gt.png,1,1,ela_0.png
Au_pla_30674,0.png,,0,1,
Au_nat_30286,4.png,,0,1,
Au_art_00100,3.png,,0,1,
Au_pla_20042,3.png,,0,1,
Tp_D_NRN_M_N_art00034_nat00095_11870,12.png,12_gt.png,1,1,ela_12.png
Au_arc_30582,4.png,,0,1,
Au_arc_30802,1.png,,0,1,
Au_art_00051,2.png,,0,1,
Au_art_00058,2.png,,0,1,
Au_sec_30177,2.png,,0,1,
Au_ani_30708,1.png,,0,1,
Au_pla_30169,1.png,,0,1,
Tp_D_NRD_L_N_art10104_ani10110_10230,10.png,10_gt.png,1,1,ela_10.png
Tp_D_CRN_M_N_nat10130_cha00086_11523,19.png,19_gt.png,1,1,ela_19.png
Au_art_20032,0.png,,0,1,
Au_art_30465,4.png,,0,1,
Au_ani_30695,1.png,,0,1,
Au_sec_30157,1.png,,0,1,
Tp_D_NRN_M_N_cha10123_nat10139_12193,23.png,23_gt.png,1,1,ela_23.png
Au_nat_30334,4.png,,0,1,
Au_ind_30148,0.png,,0,1,
Tp_D_CRN_S_N_cha10188_cha00086_12306,1.png,1_gt.png,1,1,ela_1.png
Tp_S_CNN_M_N_sec00043_sec00043_10492,9.png,9_gt.png,1,1,ela_9.png
Au_art_20089,3.png,,0,1,
Au_cha_30188,0.png,,0,1,
Au_arc_20008,2.png,,0,1,
Au_arc_30557,1.png,,0,1,
Tp_S_NRN_S_N_nat10134_nat10134_11911,1.png,1_gt.png,1,1,ela_1.png
Tp_D_NNN_S_N_nat00042_nat00034_00961,1.png,1_gt.png,1,1,ela_1.png
Au_ani_30221,0.png,,0,1,
Au_sec_30596,0.png,,0,1,
Tp_D_NNN_S_N_pla00090_ani00023_00612,0.png,0_gt.png,1,1,ela_0.png
Au_arc_30502,2.png,,0,1,
Au_arc_30576,4.png,,0,1,
Au_pla_30274,0.png,,0,1,
Tp_S_NNN_S_N_txt00002_txt00002_00685,3.png,3_gt.png,1,1,ela_3.png
Tp_D_NNN_S_N_sec20060_arc20022_02135,5.png,5_gt.png,1,1,ela_5.png
Tp_S_CRN_M_N_txt00007_txt00007_10841,3.png,3_gt.png,1,1,ela_3.png
Au_pla_30154,1.png,,0,1,
Au_pla_20020,3.png,,0,1,
Au_nat_30189,4.png,,0,1,
Tp_S_CNN_M_N_art00022_art00022_10551,3.png,3_gt.png,1,1,ela_3.png
Au_art_30604,0.png,,0,1,
Tp_S_CRN_M_N_arc00080_arc00080_10017,5.png,5_gt.png,1,1,ela_5.png
Au_art_30154,0.png,,0,1,
Au_arc_30753,2.png,,0,1,
Au_cha_30135,1.png,,0,1,
Tp_S_NNN_S_B_ani00082_ani00082_00202,3.png,3_gt.png,1,1,ela_3.png
Au_arc_30687,4.png,,0,1,
Au_sec_30273,3.png,,0,1,
Au_ani_20066,3.png,,0,1,
Au_art_30218,0.png,,0,1,
Au_art_30019,0.png,,0,1,
Au_arc_30402,0.png,,0,1,
Au_ani_20045,4.png,,0,1,
Au_ani_30497,4.png,,0,1,
Tp_S_NND_S_N_arc00012_arc00012_01111,27.png,27_gt.png,1,1,ela_27.png
Au_nat_30468,0.png,,0,1,
Tp_S_NNN_S_N_arc20022_arc20022_02163,0.png,0_gt.png,1,1,ela_0.png
Au_cha_00088,4.png,,0,1,
Au_arc_30809,2.png,,0,1,
Tp_D_CRN_M_N_nat10149_nat00013_12004,4.png,4_gt.png,1,1,ela_4.png
Au_art_00058,0.png,,0,1,
Au_arc_10001,3.png,,0,1,
Au_sec_00033,3.png,,0,1,
Au_cha_10110,0.png,,0,1,
Tp_D_NRN_M_N_art00098_art00062_10518,9.png,9_gt.png,1,1,ela_9.png
Au_ani_30697,2.png,,0,1,
Tp_D_NRD_M_B_art00094_ani00058_01387,13.png,13_gt.png,1,1,ela_13.png
Au_cha_30571,4.png,,0,1,
Tp_D_NRN_S_N_art00093_art00009_00536,0.png,0_gt.png,1,1,ela_0.png
Au_arc_30668,2.png,,0,1,
Au_ani_10105,3.png,,0,1,
Tp_D_NRN_M_N_cha10138_cha00067_12204,1.png,1_gt.png,1,1,ela_1.png
Tp_S_CNN_M_B_ind00088_ind00088_10640,12.png,12_gt.png,1,1,ela_12.png
Au_cha_30546,0.png,,0,1,
Tp_S_CNN_S_B_art00019_art00019_20023,7.png,7_gt.png,1,1,ela_7.png
Tp_S_NRN_M_N_art00087_art00087_10338,3.png,3_gt.png,1,1,ela_3.png
Tp_D_NNN_M_N_txt00050_txt00059_10369,1.png,1_gt.png,1,1,ela_1.png
Au_nat_30033,1.png,,0,1,
Au_arc_30792,2.png,,0,1,
Au_pla_00074,2.png,,0,1,
Tp_D_NRN_M_B_nat10122_nat00062_11335,9.png,9_gt.png,1,1,ela_9.png
Au_ind_00046,1.png,,0,1,
Au_nat_30320,3.png,,0,1,
Tp_D_NRN_M_N_cha10168_cha10180_12302,21.png,21_gt.png,1,1,ela_21.png
Au_nat_00093,3.png,,0,1,
Au_sec_00037,4.png,,0,1,
Au_sec_30028,0.png,,0,1,
Tp_S_CNN_M_N_arc00065_arc00065_10254,1.png,1_gt.png,1,1,ela_1.png
Tp_D_CRN_M_N_ani00087_ani00081_10104,0.png,0_gt.png,1,1,ela_0.png
Tp_D_NRN_M_N_cha10122_nat10124_12156,6.png,6_gt.png,1,1,ela_6.png
Au_cha_30243,2.png,,0,1,
Tp_D_NRN_L_N_ani10109_ani10108_10226,10.png,10_gt.png,1,1,ela_10.png
Tp_S_CNN_S_N_txt00014_txt00014_10846,6.png,6_gt.png,1,1,ela_6.png
Au_arc_30204,1.png,,0,1,
Tp_D_NRN_M_N_sec00089_cha00063_11489,10.png,10_gt.png,1,1,ela_10.png
Au_arc_30493,4.png,,0,1,
Au_nat_30338,0.png,,0,1,
Tp_D_CRN_M_N_ani10105_ani00100_10086,0.png,0_gt.png,1,1,ela_0.png
Au_ani_30202,2.png,,0,1,
Au_ind_30132,2.png,,0,1,
Au_pla_30155,1.png,,0,1,
Au_nat_30441,1.png,,0,1,
Tp_S_NNN_S_N_txt00014_txt00014_20068,15.png,15_gt.png,1,1,ela_15.png
Tp_S_CRN_M_N_txt00019_txt00019_10850,6.png,6_gt.png,1,1,ela_6.png
Au_sec_30023,1.png,,0,1,
Tp_S_CNN_S_N_ind20053_ind20053_01794,1.png,1_gt.png,1,1,ela_1.png
Au_pla_30468,2.png,,0,1,
Au_arc_30783,2.png,,0,1,
Tp_S_NNN_S_B_art00070_art00070_01241,0.png,0_gt.png,1,1,ela_0.png
Au_art_30101,0.png,,0,1,
Au_ind_30043,4.png,,0,1,
Tp_S_NNN_S_N_sec20084_sec20084_01674,1.png,1_gt.png,1,1,ela_1.png
Au_nat_30584,2.png,,0,1,
Tp_S_CRN_M_N_cha10125_cha10125_12161,2.png,2_gt.png,1,1,ela_2.png
Tp_D_CNN_M_B_nat10139_nat00097_11948,12.png,12_gt.png,1,1,ela_12.png
Tp_S_NNN_S_N_pla00072_pla00072_00600,18.png,18_gt.png,1,1,ela_18.png
Au_sec_30533,3.png,,0,1,
Tp_D_CNN_M_B_nat10139_nat00097_11948,20.png,20_gt.png,1,1,ela_20.png
Au_nat_30228,2.png,,0,1,
Tp_S_NNN_S_N_art20004_art20004_01810,2.png,2_gt.png,1,1,ela_2.png
Au_pla_30072,4.png,,0,1,
Tp_D_NRN_M_N_ani00083_ani00068_10040,9.png,9_gt.png,1,1,ela_9.png
Au_ani_30674,1.png,,0,1,
Tp_S_NNN_S_N_sec20005_sec20005_02117,1.png,1_gt.png,1,1,ela_1.png
Au_ani_30411,0.png,,0,1,
Tp_D_NNN_M_B_art00052_nat00059_11847,12.png,12_gt.png,1,1,ela_12.png
Au_ani_30456,2.png,,0,1,
Au_cha_10155,2.png,,0,1,
Tp_S_NNN_S_N_pla20074_pla20074_02363,0.png,0_gt.png,1,1,ela_0.png
Au_sec_30299,4.png,,0,1,
Au_cha_30687,0.png,,0,1,
Tp_D_NRN_M_N_nat10137_nat00095_11938,21.png,21_gt.png,1,1,ela_21.png
Au_nat_30299,4.png,,0,1,
Au_arc_30112,3.png,,0,1,
Tp_S_CNN_M_N_ani00016_ani00016_10207,7.png,7_gt.png,1,1,ela_7.png
Tp_S_CRN_S_N_ind20024_ind20024_01765,10.png,10_gt.png,1,1,ela_10.png
Tp_D_NRN_S_N_art00074_cha00027_00529,13.png,13_gt.png,1,1,ela_13.png
Au_sec_30136,3.png,,0,1,
Au_art_00015,0.png,,0,1,
Au_sec_30215,2.png,,0,1,
Au_sec_30251,0.png,,0,1,
Au_sec_20033,4.png,,0,1,
Au_pla_30416,4.png,,0,1,
Tp_D_NNN_M_N_arc10120_nat10156_12144,22.png,22_gt.png,1,1,ela_22.png
Tp_D_CRN_S_N_art20026_art20025_01832,23.png,23_gt.png,1,1,ela_23.png
Tp_D_NNN_M_N_arc00008_cha00063_11763,17.png,17_gt.png,1,1,ela_17.png
Tp_D_CRN_S_N_pla00006_pla00005_10943,6.png,6_gt.png,1,1,ela_6.png
Au_arc_20039,2.png,,0,1,
Au_ani_00083,1.png,,0,1,
Tp_S_NNN_S_N_art20080_art20080_01886,0.png,0_gt.png,1,1,ela_0.png
Au_nat_30653,4.png,,0,1,
Au_cha_30373,1.png,,0,1,
Tp_D_NNN_S_B_nat00038_nat00002_00652,7.png,7_gt.png,1,1,ela_7.png
Au_ani_30682,4.png,,0,1,
Tp_D_NRN_M_N_art00099_cha00070_11718,1.png,1_gt.png,1,1,ela_1.png
Tp_S_CRN_S_N_nat00098_nat00098_10063,0.png,0_gt.png,1,1,ela_0.png
Au_arc_30412,3.png,,0,1,
Au_nat_10149,3.png,,0,1,
Tp_S_CNN_S_N_txt00081_txt00081_01292,0.png,0_gt.png,1,1,ela_0.png
Au_nat_30277,2.png,,0,1,
Tp_S_NNN_S_B_cha20047_cha20047_02434,0.png,0_gt.png,1,1,ela_0.png
Tp_D_NRN_M_N_ani00044_ani00043_11141,6.png,6_gt.png,1,1,ela_6.png
Au_nat_00071,3.png,,0,1,
Tp_S_NNN_S_N_arc20014_arc20014_01467,1.png,1_gt.png,1,1,ela_1.png
Au_nat_30642,3.png,,0,1,
Au_sec_20037,4.png,,0,1,
Tp_D_NNN_S_N_ani10201_ani10200_12412,0.png,0_gt.png,1,1,ela_0.png
Au_ind_30059,2.png,,0,1,
Tp_S_NND_S_N_ani20051_ani20051_02094,14.png,14_gt.png,1,1,ela_14.png
Au_pla_30141,2.png,,0,1,
Au_nat_10112,2.png,,0,1,
Au_arc_30486,2.png,,0,1,
Au_cha_30459,1.png,,0,1,
Au_cha_30231,2.png,,0,1,
Au_nat_30445,4.png,,0,1,
Tp_D_CNN_M_N_ani00057_ani00055_11149,0.png,0_gt.png,1,1,ela_0.png
Tp_D_NNN_M_B_nat00004_nat00059_11487,7.png,7_gt.png,1,1,ela_7.png
Tp_S_CNN_S_N_arc00049_arc00049_10247,2.png,2_gt.png,1,1,ela_2.png
Tp_D_NRN_M_N_nat10160_nat00097_12065,1.png,1_gt.png,1,1,ela_1.png
Au_pla_30382,3.png,,0,1,
Tp_S_NRN_S_N_sec00061_sec00061_00729,1.png,1_gt.png,1,1,ela_1.png
Au_sec_20004,0.png,,0,1,
Tp_S_NNN_S_B_arc10121_arc10121_12105,0.png,0_gt.png,1,1,ela_0.png
Au_nat_20010,4.png,,0,1,
Au_art_30009,3.png,,0,1,
Tp_D_NNN_M_N_ani10132_ani10123_12477,9.png,9_gt.png,1,1,ela_9.png
Au_ind_00072,1.png,,0,1,
Au_art_00009,3.png,,0,1,
Tp_S_NNN_S_B_pla00021_pla00021_20035,2.png,2_gt.png,1,1,ela_2.png
Au_sec_30583,3.png,,0,1,
Au_arc_10125,2.png,,0,1,
Tp_D_NRN_M_B_arc00030_cha00028_20106,4.png,4_gt.png,1,1,ela_4.png
Au_arc_30699,1.png,,0,1,
Tp_D_CRN_M_N_txt00063_txt00017_10835,10.png,10_gt.png,1,1,ela_10.png
Tp_S_NRD_S_N_arc10123_arc10123_11926,1.png,1_gt.png,1,1,ela_1.png
Au_sec_30716,4.png,,0,1,
Au_sec_20012,0.png,,0,1,
Tp_S_NNN_S_N_arc20087_arc20087_01727,19.png,19_gt.png,1,1,ela_19.png
Tp_D_NRN_M_B_nat10123_nat00059_11333,5.png,5_gt.png,1,1,ela_5.png
Au_sec_30624,2.png,,0,1,
Tp_D_NRN_M_N_nat10144_nat00095_11975,22.png,22_gt.png,1,1,ela_22.png
Tp_S_NRN_S_N_pla20027_pla20027_01927,5.png,5_gt.png,1,1,ela_5.png
Au_cha_00093,1.png,,0,1,
Tp_S_NNN_S_B_txt00003_txt00003_01262,7.png,7_gt.png,1,1,ela_7.png
Au_ani_30182,4.png,,0,1,
Au_ani_30290,3.png,,0,1,
Au_cha_30439,2.png,,0,1,
Au_art_30449,4.png,,0,1,
Tp_S_NNN_S_N_ani10157_ani10157_12465,1.png,1_gt.png,1,1,ela_1.png
Tp_S_NNN_S_N_art10013_art10013_20097,3.png,3_gt.png,1,1,ela_3.png
Au_arc_30318,1.png,,0,1,
Au_ani_30094,2.png,,0,1,
Tp_D_CRN_S_N_sec00023_ind00043_10887,5.png,5_gt.png,1,1,ela_5.png
Au_art_30503,4.png,,0,1,
Tp_S_CNN_M_N_txt00091_txt00091_11314,7.png,7_gt.png,1,1,ela_7.png
Tp_D_NRN_S_N_cha00070_cha00028_00390,3.png,3_gt.png,1,1,ela_3.png
Tp_D_CNN_M_B_nat10139_nat00059_11949,1.png,1_gt.png,1,1,ela_1.png
Au_ani_30137,4.png,,0,1,
Tp_D_NRN_M_N_nat10114_cha00070_11481,1.png,1_gt.png,1,1,ela_1.png
Tp_D_NRN_S_N_nat00002_ani00058_11515,1.png,1_gt.png,1,1,ela_1.png
Tp_S_NNN_M_N_art00039_art00039_10545,6.png,6_gt.png,1,1,ela_6.png
Au_nat_30159,0.png,,0,1,
Tp_D_NRN_S_N_txt00096_txt10106_10819,4.png,4_gt.png,1,1,ela_4.png
Tp_D_NRD_L_N_art10104_ani10110_10230,26.png,26_gt.png,1,1,ela_26.png
Tp_S_NNN_M_N_pla10126_pla10126_12127,18.png,18_gt.png,1,1,ela_18.png
Tp_S_NRN_M_N_arc10125_arc10125_11887,15.png,15_gt.png,1,1,ela_15.png
Au_arc_30326,1.png,,0,1,
Au_art_30577,2.png,,0,1,
Au_pla_30294,0.png,,0,1,
Au_arc_30526,3.png,,0,1,
Tp_D_NRN_S_B_arc00076_ani00077_00296,4.png,4_gt.png,1,1,ela_4.png
Tp_S_NND_S_N_cha00076_cha00076_10189,2.png,2_gt.png,1,1,ela_2.png
Au_cha_30209,3.png,,0,1,
Au_arc_30833,0.png,,0,1,
Au_cha_30224,0.png,,0,1,
Au_txt_00091,4.png,,0,1,
Au_nat_30526,4.png,,0,1,
Tp_D_NND_M_B_arc00097_arc00086_00317,1.png,1_gt.png,1,1,ela_1.png
Tp_D_NRN_M_N_cha10170_nat10123_12291,18.png,18_gt.png,1,1,ela_18.png
Au_sec_30725,2.png,,0,1,
Tp_D_NRN_M_N_cha10142_nat10123_12237,3.png,3_gt.png,1,1,ela_3.png
Au_arc_30348,4.png,,0,1,
Tp_D_CNN_M_N_nat10139_nat00095_11947,16.png,16_gt.png,1,1,ela_16.png
Au_cha_30515,4.png,,0,1,
Tp_S_NRN_S_N_ani00069_ani00069_00189,2.png,2_gt.png,1,1,ela_2.png
Au_cha_30341,4.png,,0,1,
Tp_D_NRN_M_N_nat10150_nat10125_12036,17.png,17_gt.png,1,1,ela_17.png
Au_sec_30236,3.png,,0,1,
Tp_D_NRN_M_N_arc00054_nat00013_11932,5.png,5_gt.png,1,1,ela_5.png
Tp_S_NNN_S_B_ani00056_ani00056_00176,4.png,4_gt.png,1,1,ela_4.png
Tp_S_NNN_S_N_pla00031_pla00031_01146,0.png,0_gt.png,1,1,ela_0.png
Tp_D_NRN_M_B_ani00019_nat00013_11867,10.png,10_gt.png,1,1,ela_10.png
Au_art_30282,2.png,,0,1,
Au_pla_00015,1.png,,0,1,
Au_cha_20020,3.png,,0,1,
Tp_D_NND_L_B_arc00072_nat00097_00292,2.png,2_gt.png,1,1,ela_2.png
Au_cha_30006,1.png,,0,1,
Tp_D_NRN_M_N_nat10126_cha00063_11652,1.png,1_gt.png,1,1,ela_1.png
Tp_D_NRN_M_N_sec00062_cha00070_11479,1.png,1_gt.png,1,1,ela_1.png
Tp_S_NNN_S_N_cha10166_cha10166_12270,0.png,0_gt.png,1,1,ela_0.png
Au_cha_00070,0.png,,0,1,
Au_ind_30096,0.png,,0,1,
Tp_S_CNN_M_N_nat00069_nat00069_10566,2.png,2_gt.png,1,1,ela_2.png
Tp_S_CNN_M_N_nat10151_nat10151_12110,5.png,5_gt.png,1,1,ela_5.png
Au_nat_30470,3.png,,0,1,
Au_sec_30730,4.png,,0,1,
Au_pla_00028,3.png,,0,1,
Au_nat_30232,3.png,,0,1,
Tp_D_NRN_M_N_nat10148_nat10159_12124,12.png,12_gt.png,1,1,ela_12.png
Au_ind_30099,2.png,,0,1,
Au_arc_30151,3.png,,0,1,
Au_art_30439,0.png,,0,1,
Au_sec_30547,4.png,,0,1,
Au_nat_30152,0.png,,0,1,
Au_pla_30736,3.png,,0,1,
Tp_D_NNN_M_N_art00023_nat00059_11875,12.png,12_gt.png,1,1,ela_12.png
Au_ind_20044,2.png,,0,1,
Au_cha_30509,4.png,,0,1,
Au_ind_30141,4.png,,0,1,
Tp_D_NNN_S_N_arc00071_ind00001_00421,2.png,2_gt.png,1,1,ela_2.png
Au_ani_30523,0.png,,0,1,
Tp_D_NRN_S_B_sec00075_ani00096_00096,3.png,3_gt.png,1,1,ela_3.png
Tp_S_NNN_S_N_pla20057_pla20057_02374,6.png,6_gt.png,1,1,ela_6.png
Au_nat_30553,4.png,,0,1,
Tp_D_NRN_M_N_cha00031_pla00050_11388,5.png,5_gt.png,1,1,ela_5.png
Tp_S_CNN_S_N_art20002_art20002_01808,1.png,1_gt.png,1,1,ela_1.png
Au_ani_00066,2.png,,0,1,
Au_ani_30108,2.png,,0,1,
Tp_S_NRD_S_N_pla20003_pla20003_01903,4.png,4_gt.png,1,1,ela_4.png
Tp_D_NRN_M_N_nat10148_nat10159_12124,19.png,19_gt.png,1,1,ela_19.png
Tp_D_NRN_S_N_ind00006_ind00005_11748,1.png,1_gt.png,1,1,ela_1.png
Tp_S_NNN_S_B_txt00026_txt00026_01271,0.png,0_gt.png,1,1,ela_0.png
Au_pla_30010,4.png,,0,1,
Au_arc_20060,0.png,,0,1,
Tp_S_CNN_S_N_sec20062_sec20062_02149,18.png,18_gt.png,1,1,ela_18.png
Au_sec_30324,3.png,,0,1,
Au_pla_30429,1.png,,0,1,
Tp_D_NRN_M_B_arc00076_nat00086_11193,1.png,1_gt.png,1,1,ela_1.png
Au_nat_00057,3.png,,0,1,
Au_art_30349,1.png,,0,1,
Tp_S_NNN_S_B_sec00035_sec00035_00736,0.png,0_gt.png,1,1,ela_0.png
Au_ani_30655,4.png,,0,1,
Tp_S_NNN_S_N_pla00035_pla00035_00570,14.png,14_gt.png,1,1,ela_14.png
Au_art_30637,1.png,,0,1,
Au_ind_20043,3.png,,0,1,
Au_pla_30394,4.png,,0,1,
Au_art_20084,4.png,,0,1,
Au_pla_30662,3.png,,0,1,
Tp_D_CNN_S_N_cha10117_nat10139_12166,5.png,5_gt.png,1,1,ela_5.png
Au_arc_30729,4.png,,0,1,
Au_ani_30647,0.png,,0,1,
Au_nat_00023,0.png,,0,1,
Au_pla_30419,3.png,,0,1,
Tp_S_NRN_S_N_art00023_art00023_20091,17.png,17_gt.png,1,1,ela_17.png
Au_ani_30171,1.png,,0,1,
Tp_S_NNN_S_N_art20004_art20004_01810,1.png,1_gt.png,1,1,ela_1.png
Tp_S_NNN_S_N_ani00050_ani00050_00170,9.png,9_gt.png,1,1,ela_9.png
Tp_S_CNN_M_N_art00056_art00056_10291,0.png,0_gt.png,1,1,ela_0.png
Tp_D_NRD_L_B_arc00028_ani00001_00248,15.png,15_gt.png,1,1,ela_15.png
Tp_S_NNN_S_N_pla00070_pla00070_00599,1.png,1_gt.png,1,1,ela_1.png
Tp_S_NRN_M_N_art00093_art00093_10485,7.png,7_gt.png,1,1,ela_7.png
Au_cha_30360,3.png,,0,1,
Au_ani_00067,2.png,,0,1,
Au_cha_30298,4.png,,0,1,
Tp_S_NNN_M_N_ani00022_ani00022_10208,1.png,1_gt.png,1,1,ela_1.png
Tp_D_CNN_S_B_txt00055_txt00047_11328,4.png,4_gt.png,1,1,ela_4.png
Tp_S_NNN_M_N_pla10126_pla10126_12127,13.png,13_gt.png,1,1,ela_13.png
Au_art_30407,0.png,,0,1,
Tp_S_CRN_M_N_art10103_art10103_10261,0.png,0_gt.png,1,1,ela_0.png
Au_nat_30127,4.png,,0,1,
Au_art_00083,1.png,,0,1,
Tp_S_NNN_S_N_art20023_art20023_01829,2.png,2_gt.png,1,1,ela_2.png
Tp_S_NNN_S_N_pla00087_pla00087_01188,5.png,5_gt.png,1,1,ela_5.png
Au_arc_30700,0.png,,0,1,
Tp_D_NRN_S_N_ani00024_ani00021_00144,3.png,3_gt.png,1,1,ela_3.png
Tp_S_NRD_S_N_ani20066_ani20066_02108,15.png,15_gt.png,1,1,ela_15.png
Au_sec_30468,4.png,,0,1,
Au_sec_30695,4.png,,0,1,
Tp_S_CNN_M_N_arc00040_arc00040_10238,8.png,8_gt.png,1,1,ela_8.png
Au_nat_30006,2.png,,0,1,
Au_sec_30582,2.png,,0,1,
Tp_S_NRN_S_N_ind00093_ind00093_10651,0.png,0_gt.png,1,1,ela_0.png
Tp_D_NRN_M_B_nat10136_arc00054_11919,2.png,2_gt.png,1,1,ela_2.png
Au_txt_30017,4.png,,0,1,
Au_arc_30017,3.png,,0,1,
Tp_S_NNN_S_O_sec00043_sec00043_00796,0.png,0_gt.png,1,1,ela_0.png
Tp_D_CRN_M_N_art00067_nat00059_11805,4.png,4_gt.png,1,1,ela_4.png
Au_nat_00026,2.png,,0,1,
Tp_S_NNN_S_N_arc10122_arc10122_11884,1.png,1_gt.png,1,1,ela_1.png
Au_arc_30240,3.png,,0,1,
Tp_D_NRN_S_N_art00024_ani00040_00506,7.png,7_gt.png,1,1,ela_7.png
Tp_S_CRN_M_N_nat00001_nat00001_10555,13.png,13_gt.png,1,1,ela_13.png
Au_cha_30163,3.png,,0,1,
Au_ind_00028,4.png,,0,1,
Au_cha_30460,3.png,,0,1,
Tp_S_NRN_S_N_pla00079_pla00079_10625,0.png,0_gt.png,1,1,ela_0.png
Au_pla_30158,0.png,,0,1,
Tp_D_NRD_L_N_art10104_txt00005_10231,23.png,23_gt.png,1,1,ela_23.png
Tp_D_NRN_M_O_arc00023_arc00008_10010,0.png,0_gt.png,1,1,ela_0.png
Au_nat_30122,3.png,,0,1,
Au_nat_30267,4.png,,0,1,
Tp_D_NRN_M_N_nat10148_nat10142_12125,14.png,14_gt.png,1,1,ela_14.png
Tp_D_CRN_M_N_nat10144_nat10125_11968,24.png,24_gt.png,1,1,ela_24.png
Tp_S_CRN_S_N_sec00056_sec00056_11271,1.png,1_gt.png,1,1,ela_1.png
Tp_S_NNN_S_B_arc00002_arc00002_00222,1.png,1_gt.png,1,1,ela_1.png
Tp_D_NRN_M_N_nat10150_nat10156_12030,23.png,23_gt.png,1,1,ela_23.png
Tp_D_NRN_M_N_nat10157_nat00060_12047,1.png,1_gt.png,1,1,ela_1.png
Au_nat_00061,3.png,,0,1,
Au_art_30369,3.png,,0,1,
Au_ind_30139,3.png,,0,1,
Au_sec_30121,2.png,,0,1,
Tp_D_NRN_M_N_nat10147_nat00095_11998,10.png,10_gt.png,1,1,ela_10.png
Au_arc_20057,4.png,,0,1,
Au_arc_30621,1.png,,0,1,
Tp_S_CNN_S_N_ani10199_ani10199_12408,16.png,16_gt.png,1,1,ela_16.png
Au_art_30315,0.png,,0,1,
Au_cha_30680,0.png,,0,1,
Tp_D_NRN_S_N_art10106_cha00067_11592,1.png,1_gt.png,1,1,ela_1.png
Tp_D_NNN_M_O_art00052_nat10122_11849,11.png,11_gt.png,1,1,ela_11.png
Tp_S_CRN_M_N_art00034_art00034_10546,2.png,2_gt.png,1,1,ela_2.png
Tp_D_NNN_M_B_nat10161_nat10159_12082,21.png,21_gt.png,1,1,ela_21.png
Au_nat_00015,1.png,,0,1,
Tp_S_CNN_S_B_art00019_art00019_20023,6.png,6_gt.png,1,1,ela_6.png
Au_nat_30238,2.png,,0,1,
Au_nat_10113,1.png,,0,1,
Tp_D_NNN_S_N_nat20024_nat20015_01528,2.png,2_gt.png,1,1,ela_2.png
Au_arc_30350,1.png,,0,1,
Au_sec_30117,2.png,,0,1,
Au_ind_00035,1.png,,0,1,
Au_art_30508,2.png,,0,1,
Tp_D_NRD_S_B_art20007_arc20009_01813,36.png,36_gt.png,1,1,ela_36.png
Au_art_30131,2.png,,0,1,
Tp_D_NRN_M_N_nat00033_cha00070_11476,11.png,11_gt.png,1,1,ela_11.png
Tp_S_CRN_S_N_pla20002_pla20002_01902,1.png,1_gt.png,1,1,ela_1.png
Au_cha_00033,4.png,,0,1,
Tp_D_CRN_S_N_cha10142_cha00086_12235,0.png,0_gt.png,1,1,ela_0.png
Au_pla_20077,4.png,,0,1,
Au_sec_30271,4.png,,0,1,
Tp_S_CNN_M_N_arc00067_arc00067_10249,5.png,5_gt.png,1,1,ela_5.png
Au_sec_30407,3.png,,0,1,
Au_cha_30153,0.png,,0,1,
Au_arc_30792,4.png,,0,1,
Au_pla_30438,3.png,,0,1,
Tp_S_NNN_S_B_arc00098_arc00098_01032,1.png,1_gt.png,1,1,ela_1.png
Au_art_00030,0.png,,0,1,
Au_ani_30052,0.png,,0,1,
Au_nat_30222,2.png,,0,1,
Au_art_30660,1.png,,0,1,
Tp_D_NNN_S_B_ani00055_ani00089_11137,0.png,0_gt.png,1,1,ela_0.png
Au_nat_00012,1.png,,0,1,
Au_ind_00058,3.png,,0,1,
Au_arc_00035,4.png,,0,1,
Tp_S_NNN_S_B_ind10001_ind10001_20008,3.png,3_gt.png,1,1,ela_3.png
Au_pla_30743,3.png,,0,1,
Tp_D_NRN_M_N_nat10116_cha00050_11677,8.png,8_gt.png,1,1,ela_8.png
Au_nat_10140,3.png,,0,1,
Au_ani_30646,3.png,,0,1,
Au_ani_30482,3.png,,0,1,
Tp_S_CRN_S_N_pla20037_pla20037_01937,1.png,1_gt.png,1,1,ela_1.png
Tp_D_NND_M_N_arc00049_arc00092_00269,8.png,8_gt.png,1,1,ela_8.png
Au_ind_20038,3.png,,0,1,
Tp_S_NRD_S_N_ind00081_ind00081_10670,3.png,3_gt.png,1,1,ela_3.png
Tp_S_CRD_S_N_arc20025_arc20025_02167,3.png,3_gt.png,1,1,ela_3.png
Au_arc_30322,3.png,,0,1,
Au_cha_30026,3.png,,0,1,
Tp_D_NRN_S_N_arc00020_arc00021_20021,2.png,2_gt.png,1,1,ela_2.png
Tp_D_NRN_M_N_art00013_art00010_11830,16.png,16_gt.png,1,1,ela_16.png
Au_pla_20019,4.png,,0,1,
Au_art_30516,2.png,,0,1,
Tp_S_NRD_S_B_art20092_art20092_02306,5.png,5_gt.png,1,1,ela_5.png
