image,image_patch,mask_patch,label,fold,ela,root_dir
moccasinlanding_25306854213,27.jpg,,0,0,27_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c92xk95_0,1.jpg,1_gt.jpg,1,0,1_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
56218409@N03_13935384366,11.jpg,,0,0,11_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
playamongfriends_48974280051,12.jpg,,0,0,12_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
71494338@N00_2569668627,2.jpg,,0,0,2_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
1c9e7e_orig,13.jpg,,0,0,13_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
amateurradio_19370386218,1.jpg,,0,0,1_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
97340878@N07_16940663806,2.jpg,,0,0,2_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
ldskater_1049043063,16.jpg,,0,0,16_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9ehqe2_0,80.jpg,80_gt.jpg,1,0,80_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c985sf9_0,0.jpg,0_gt.jpg,1,0,0_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
1b2ynb_orig,2.jpg,,0,0,2_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
trixie-in-dixie_18198588413,2.jpg,,0,0,2_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9bk4ex_0,6.jpg,6_gt.jpg,1,0,6_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
drakelelane_77817176,6.jpg,,0,0,6_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9fo87w_0,13.jpg,13_gt.jpg,1,0,13_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
154197517@N08_36402471490,18.jpg,,0,0,18_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
1cdqz3_orig,3.jpg,,0,0,3_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
39646565@N05_5270725477,16.jpg,,0,0,16_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
mdpettitt_49890950607,0.jpg,,0,0,0_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c976lta_0,7.jpg,7_gt.jpg,1,0,7_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
127437856@N08_49221443837,10.jpg,,0,0,10_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c94b087_0,4.jpg,4_gt.jpg,1,0,4_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
budda_6284485358,5.jpg,,0,0,5_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9fmrsm_0,1.jpg,1_gt.jpg,1,0,1_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c94q3kl_0,118.jpg,118_gt.jpg,1,0,118_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c978nfj_0,28.jpg,28_gt.jpg,1,0,28_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9g5jrp_0,7.jpg,7_gt.jpg,1,0,7_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
71494338@N00_2569668627,12.jpg,,0,0,12_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c967vk6_0,8.jpg,8_gt.jpg,1,0,8_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
antoni_49627590702,15.jpg,,0,0,15_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
1bax4h_orig,25.jpg,,0,0,25_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
gregthebusker_4906280281,11.jpg,,0,0,11_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c94s1ue_0,11.jpg,11_gt.jpg,1,0,11_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
ruthanddave_9688017063,12.jpg,,0,0,12_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
free_man_88901664,23.jpg,,0,0,23_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
masstravel_7109522655,11.jpg,,0,0,11_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
67338640@N04_10148085873,29.jpg,,0,0,29_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9dscl6_0,43.jpg,43_gt.jpg,1,0,43_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9bzbcq_0,12.jpg,12_gt.jpg,1,0,12_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
fromthevalleys-_18080754552,35.jpg,,0,0,35_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
1cfo34_orig,60.jpg,,0,0,60_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c98qgm4_0,1.jpg,1_gt.jpg,1,0,1_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9d7ags_0,15.jpg,15_gt.jpg,1,0,15_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
roberrific_7754554368,7.jpg,,0,0,7_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
1bajww_orig,74.jpg,,0,0,74_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
83310420@N05_46197852434,26.jpg,,0,0,26_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9a6u1u_0,1.jpg,1_gt.jpg,1,0,1_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c92qjd8_0,3.jpg,3_gt.jpg,1,0,3_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9948nw_0,16.jpg,16_gt.jpg,1,0,16_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c8zwpv6_0,3.jpg,3_gt.jpg,1,0,3_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
jones028_49978531898,1.jpg,,0,0,1_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
97793800@N00_3603428340,0.jpg,,0,0,0_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c8xa1qd_0,24.jpg,24_gt.jpg,1,0,24_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
71494338@N00_2569668627,15.jpg,,0,0,15_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c93e2q1_0,7.jpg,7_gt.jpg,1,0,7_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
141509577@N05_49911734143,7.jpg,,0,0,7_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c96blfp_0,29.jpg,29_gt.jpg,1,0,29_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
padraics_travels_2963440181,12.jpg,,0,0,12_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
shankaronline_7806640046,17.jpg,,0,0,17_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
10792608@N00_5343965310,19.jpg,,0,0,19_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c8v70y3_0,0.jpg,0_gt.jpg,1,0,0_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
24923587@N06_3474490054,29.jpg,,0,0,29_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
1a41rr_orig,81.jpg,,0,0,81_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
158663668@N06_39675400955,1.jpg,,0,0,1_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
gilles_itzkovitchklein_1694469307,5.jpg,,0,0,5_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
aenigmates_42873663160,12.jpg,,0,0,12_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
nola_agent_2664428258,1.jpg,,0,0,1_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
1ajtpd_orig,10.jpg,,0,0,10_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9cnkxl_0,0.jpg,0_gt.jpg,1,0,0_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
144847460@N08_45878973005,38.jpg,,0,0,38_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
michaelphams_4649400203,9.jpg,,0,0,9_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
fabola_47344752582,15.jpg,,0,0,15_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
24383964@N06_5525557309,13.jpg,,0,0,13_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9gck87_0,30.jpg,30_gt.jpg,1,0,30_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
mazzle_15639994969,8.jpg,,0,0,8_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
155335734@N04_34173895453,22.jpg,,0,0,22_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
165767995@N07_47507738361,3.jpg,,0,0,3_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
gilles_itzkovitchklein_1694469307,37.jpg,,0,0,37_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9fw1nt_0,14.jpg,14_gt.jpg,1,0,14_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9d3l1c_0,12.jpg,12_gt.jpg,1,0,12_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
box_repsol_48852118026,16.jpg,,0,0,16_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
worldbank_17563059202,13.jpg,,0,0,13_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
skypictures_22562248976,26.jpg,,0,0,26_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
dullhunk_49281881067,7.jpg,,0,0,7_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9f465i_0,3.jpg,3_gt.jpg,1,0,3_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
mauroguanandi_35422729433,40.jpg,,0,0,40_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c8zsg4j_0,6.jpg,6_gt.jpg,1,0,6_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c8wsol6_0,0.jpg,0_gt.jpg,1,0,0_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9gjh0g_0,14.jpg,14_gt.jpg,1,0,14_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
mdpettitt_30889739408,45.jpg,,0,0,45_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
doctorow_2140506,17.jpg,,0,0,17_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
isafmedia_3255429786,17.jpg,,0,0,17_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
68166820@N08_49348995158,29.jpg,,0,0,29_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
jasonkelm_281877032,7.jpg,,0,0,7_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
89375755@N00_49696825372,20.jpg,,0,0,20_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9cqpt2_0,7.jpg,7_gt.jpg,1,0,7_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c95aqlb_0,10.jpg,10_gt.jpg,1,0,10_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
jedm_4556668869,12.jpg,,0,0,12_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c8z2itj_0,21.jpg,21_gt.jpg,1,0,21_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
141509577@N05_49911734143,42.jpg,,0,0,42_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c99b3oc_0,3.jpg,3_gt.jpg,1,0,3_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
ingolauer_50087237431,17.jpg,,0,0,17_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
sergiovalera_2334067256,1.jpg,,0,0,1_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c8y55d9_0,27.jpg,27_gt.jpg,1,0,27_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
mauroguanandi_35422728483,7.jpg,,0,0,7_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
rosasay_2791409120,9.jpg,,0,0,9_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c94ol6h_0,10.jpg,10_gt.jpg,1,0,10_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
gregthebusker_4906280491,17.jpg,,0,0,17_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
brewbooks_15158477613,12.jpg,,0,0,12_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
acfolca_23512184385,29.jpg,,0,0,29_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
drewandmerissa_64350335,33.jpg,,0,0,33_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
redux_384962763,8.jpg,,0,0,8_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
83310420@N05_46197852434,2.jpg,,0,0,2_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9cser1_0,73.jpg,73_gt.jpg,1,0,73_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c8x0x1t_0,44.jpg,44_gt.jpg,1,0,44_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c97ofea_0,2.jpg,2_gt.jpg,1,0,2_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c930hby_0,6.jpg,6_gt.jpg,1,0,6_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
jenlen_291746494,44.jpg,,0,0,44_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c8z4o30_0,41.jpg,41_gt.jpg,1,0,41_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c93ie4w_0,2.jpg,2_gt.jpg,1,0,2_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
1c9ol1_orig,0.jpg,,0,0,0_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
144752224@N06_30333216203,16.jpg,,0,0,16_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
34207576@N00_108981039,4.jpg,,0,0,4_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9f465i_0,0.jpg,0_gt.jpg,1,0,0_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9e4pg2_0,85.jpg,85_gt.jpg,1,0,85_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
ixmatex_22826519791,13.jpg,,0,0,13_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
1bax4h_orig,36.jpg,,0,0,36_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c90d9fr_0,59.jpg,59_gt.jpg,1,0,59_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
eksrx_14983188460,14.jpg,,0,0,14_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c949b58_0,36.jpg,36_gt.jpg,1,0,36_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
discoverwaikumetecemetery_25641157357,6.jpg,,0,0,6_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
24383964@N06_5525557309,8.jpg,,0,0,8_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c8xhzdr_0,0.jpg,0_gt.jpg,1,0,0_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
budda_5982258045,39.jpg,,0,0,39_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
studiokanu_49505076126,5.jpg,,0,0,5_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
1bbmcy_orig,54.jpg,,0,0,54_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
wetfeet2000_1875581627,32.jpg,,0,0,32_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9crh2a_0,75.jpg,75_gt.jpg,1,0,75_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9705ty_0,4.jpg,4_gt.jpg,1,0,4_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
peterjr1961_3561329399,4.jpg,,0,0,4_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
smoocherie_1814184073,34.jpg,,0,0,34_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
eltpics_6169357266,19.jpg,,0,0,19_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
graceeaa_7962545116,11.jpg,,0,0,11_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
rosasay_3463826028,16.jpg,,0,0,16_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
doctorow_2140917,5.jpg,,0,0,5_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
discoverwaikumetecemetery_24537523777,18.jpg,,0,0,18_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
altmania_2365856927,6.jpg,,0,0,6_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9g6sg0_0,14.jpg,14_gt.jpg,1,0,14_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
1acw36_orig,9.jpg,,0,0,9_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
worldbank_17378902579,23.jpg,,0,0,23_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
1cgonc_orig,57.jpg,,0,0,57_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c8xa1qd_0,1.jpg,1_gt.jpg,1,0,1_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c99g3y1_0,1.jpg,1_gt.jpg,1,0,1_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9f38b8_0,18.jpg,18_gt.jpg,1,0,18_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
tomsen_273293327,4.jpg,,0,0,4_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
1bzno4_orig,2.jpg,,0,0,2_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
torekhan_14933897670,5.jpg,,0,0,5_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9coy2n_0,63.jpg,63_gt.jpg,1,0,63_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
nznationalparty_3267293811,16.jpg,,0,0,16_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
rishabhchandan_4894104177,5.jpg,,0,0,5_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9ec9j2_0,33.jpg,33_gt.jpg,1,0,33_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
1a5h1p_orig,3.jpg,,0,0,3_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
kiddocone_2393368613,12.jpg,,0,0,12_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9eddxz_0,13.jpg,13_gt.jpg,1,0,13_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9ggl99_0,19.jpg,19_gt.jpg,1,0,19_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
137165360@N08_27774540314,17.jpg,,0,0,17_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
1al0z1_orig,19.jpg,,0,0,19_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
images_improbables_15182377436,27.jpg,,0,0,27_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
theocrazzolara_30719542583,6.jpg,,0,0,6_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c968udn_0,7.jpg,7_gt.jpg,1,0,7_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
joysaphine_3074259852,23.jpg,,0,0,23_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
13476480@N07_42372288732,8.jpg,,0,0,8_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
shebalso_130683517,27.jpg,,0,0,27_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c91s2tg_0,79.jpg,79_gt.jpg,1,0,79_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c8tx1h1_0,17.jpg,17_gt.jpg,1,0,17_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
2eklectik_3460552507,0.jpg,,0,0,0_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9e195c_0,16.jpg,16_gt.jpg,1,0,16_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
lori_thantos_58334657,0.jpg,,0,0,0_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c90zh16_0,10.jpg,10_gt.jpg,1,0,10_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
fdecomite_31807358285,21.jpg,,0,0,21_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
100959748@N04_9663692792,10.jpg,,0,0,10_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
anjanettew_8403706876,2.jpg,,0,0,2_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
21728045@N08_4536361891,8.jpg,,0,0,8_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
rikkis_refuge_3510913400,26.jpg,,0,0,26_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
cvpy513-14_14549394834,17.jpg,,0,0,17_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
usfsregion5_48584744321,11.jpg,,0,0,11_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c8ybsvm_0,11.jpg,11_gt.jpg,1,0,11_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
illuminato_15458047865,26.jpg,,0,0,26_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9cser1_0,2.jpg,2_gt.jpg,1,0,2_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
ixmatex_22826519791,28.jpg,,0,0,28_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
alicejt_2129798794,4.jpg,,0,0,4_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9euxib_0,6.jpg,6_gt.jpg,1,0,6_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9cnst8_0,77.jpg,77_gt.jpg,1,0,77_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
milesmilo_32566762087,29.jpg,,0,0,29_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
1bsc5v_orig,2.jpg,,0,0,2_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
21728045@N08_4536985288,20.jpg,,0,0,20_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9e4i0n_0,33.jpg,33_gt.jpg,1,0,33_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9flfa0_0,19.jpg,19_gt.jpg,1,0,19_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c8z4ldo_0,3.jpg,3_gt.jpg,1,0,3_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
usembassymadrid_35624461565,16.jpg,,0,0,16_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c99ae5w_0,14.jpg,14_gt.jpg,1,0,14_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
studiokanu_49504562038,27.jpg,,0,0,27_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9d1bek_0,1.jpg,1_gt.jpg,1,0,1_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c94scmh_0,19.jpg,19_gt.jpg,1,0,19_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c8vkbiq_0,43.jpg,43_gt.jpg,1,0,43_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
21085902@N08_28316877890,22.jpg,,0,0,22_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c98jpyg_0,20.jpg,20_gt.jpg,1,0,20_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
146768838@N02_31864960390,13.jpg,,0,0,13_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c94odrd_0,8.jpg,8_gt.jpg,1,0,8_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
63010504@N04_7580652360,10.jpg,,0,0,10_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9cqrf4_0,0.jpg,0_gt.jpg,1,0,0_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
lucasartoni_49267856386,8.jpg,,0,0,8_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9729qx_0,19.jpg,19_gt.jpg,1,0,19_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
1cdvuj_orig,42.jpg,,0,0,42_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
mededeler_35715140924,1.jpg,,0,0,1_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
1cb58x_orig,12.jpg,,0,0,12_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
91565944@N08_48811240357,1.jpg,,0,0,1_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
73416633@N00_286903642,31.jpg,,0,0,31_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c90d7x7_0,2.jpg,2_gt.jpg,1,0,2_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
8789515@N06_8208967417,7.jpg,,0,0,7_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
1bx6fj_orig,14.jpg,,0,0,14_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
25833968@N06_32893899753,32.jpg,,0,0,32_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9e3ftk_0,4.jpg,4_gt.jpg,1,0,4_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
c9ehqe2_0,16.jpg,16_gt.jpg,1,0,16_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
vailmarston_22181323761,22.jpg,,0,0,22_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
blion_789123423,24.jpg,,0,0,24_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
1ay6i0_orig,1.jpg,,0,0,1_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
91565944@N08_48811240357,15.jpg,,0,0,15_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
jedm_4556668869,27.jpg,,0,0,27_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
43555660@N00_8202838289,2.jpg,,0,0,2_ela.jpg,Image_Manipulation_Dataset/IMD2020/image_patch_128
