fname,label,fold
Tp_D_NRN_S_N_ani10193_ani10194_12443.pt,1,3
Tp_D_NRN_S_N_ani10209_ani10214_12381.pt,1,3
Tp_D_NRN_S_N_ani10210_ani10209_12373.pt,1,3
Tp_D_NRN_S_N_ani10211_ani00100_12375.pt,1,3
Tp_D_NRN_S_N_ani10213_ani00070_12378.pt,1,3
Tp_D_NRN_S_N_ani10214_ani10209_12380.pt,1,3
Tp_D_NRN_S_N_ani10216_ani00070_12389.pt,1,3
Tp_D_NRN_S_N_arc00002_arc00045_00018.pt,1,3
Tp_D_NRN_S_N_arc00008_cha00028_11768.pt,1,3
Tp_D_NRN_S_N_arc00013_arc00020_11702.pt,1,3
Tp_D_NRN_S_N_arc00013_sec00045_11700.pt,1,3
Tp_D_NRN_S_N_arc00037_ani00070_00257.pt,1,3
Tp_D_NRN_S_N_arc00054_ani00070_11935.pt,1,3
Tp_S_NRN_S_N_cha00046_cha00046_11006.pt,1,3
Tp_S_NRN_S_N_cha00049_cha00049_11000.pt,1,3
Tp_S_NRN_S_N_cha00049_cha00049_11002.pt,1,3
Tp_S_NRN_S_N_cha00049_cha00049_11003.pt,1,3
Tp_S_NRN_S_N_cha00059_cha00059_11029.pt,1,3
Tp_S_NRN_S_N_cha00062_cha00062_00381.pt,1,3
Tp_S_NRN_S_N_cha00064_cha00064_00383.pt,1,3
Tp_S_NRN_S_N_cha00066_cha00066_00386.pt,1,3
Tp_S_NRN_S_N_cha00080_cha00080_00400.pt,1,3
Tp_S_NRN_S_N_cha00081_cha00081_10190.pt,1,3
Tp_S_NRN_S_N_cha00083_cha00083_11016.pt,1,3
Tp_S_NRN_S_N_cha00097_cha00097_00877.pt,1,3
Tp_S_NRN_S_N_pla20088_pla20088_01988.pt,1,3
Tp_S_NRN_S_N_sec00002_sec00002_10787.pt,1,3
Tp_S_NRN_S_N_sec00014_sec00014_11231.pt,1,3
Tp_S_NRN_S_N_sec00020_sec00020_10794.pt,1,3
Tp_S_NRN_S_N_sec00041_sec00041_10501.pt,1,3
Tp_S_NRN_S_N_sec00051_sec00051_11241.pt,1,3
Tp_S_NRN_S_N_sec00059_sec00059_00731.pt,1,3
Tp_S_NRN_S_N_sec00061_sec00061_00729.pt,1,3
Tp_S_NRN_S_N_sec00062_sec00062_11261.pt,1,3
Tp_S_NRN_S_N_sec00064_sec00064_11258.pt,1,3
Tp_S_NRN_S_N_sec00065_sec00065_11280.pt,1,3
Tp_S_NRN_S_N_sec00067_sec00067_11255.pt,1,3
Tp_S_NRN_S_N_sec00070_sec00070_10717.pt,1,3
Tp_S_NRN_S_N_sec00071_sec00071_00092.pt,1,3
Tp_S_NRN_S_N_sec00078_sec00078_00786.pt,1,3
Tp_S_NRN_S_N_sec00082_sec00082_00785.pt,1,3
Tp_S_NRN_S_N_sec00086_sec00086_10359.pt,1,3
Tp_D_NNN_S_N_nat00041_art00020_11441.pt,1,3
Tp_D_NNN_S_N_nat00041_nat00061_11433.pt,1,3
Tp_D_NNN_S_N_nat00090_ani00079_00682.pt,1,3
Tp_D_NNN_S_N_nat00091_ani00081_10513.pt,1,3
Tp_D_NNN_S_N_nat00095_nat10157_12050.pt,1,3
Tp_D_NNN_S_N_nat10163_sec00097_12090.pt,1,3
Tp_D_NNN_S_N_nat20015_nat20018_01519.pt,1,3
Tp_D_NNN_S_N_nat20022_nat20015_01526.pt,1,3
Tp_D_NNN_S_N_nat20023_nat20015_01527.pt,1,3
Tp_D_NNN_S_N_nat20055_nat20054_01559.pt,1,3
Tp_D_NNN_S_N_nat20082_nat20090_01586.pt,1,3
Tp_D_NNN_S_N_nat20085_nat20090_01589.pt,1,3
Tp_D_NNN_S_N_pla00030_pla00028_10948.pt,1,3
Tp_S_NNN_S_N_art00093_art00093_01251.pt,1,3
Tp_S_NNN_S_N_art10016_art10016_20100.pt,1,3
Tp_S_NNN_S_N_art10111_art10111_11562.pt,1,3
Tp_S_NNN_S_N_art10116_art10116_11529.pt,1,3
Tp_S_NNN_S_N_art20011_art20011_01817.pt,1,3
Tp_S_NNN_S_N_art20011_art20011_02339.pt,1,3
Tp_S_NNN_S_N_art20017_art20017_01823.pt,1,3
Tp_S_NNN_S_N_art20021_art20021_01827.pt,1,3
Tp_S_NNN_S_N_art20023_art20023_01829.pt,1,3
Tp_S_NNN_S_N_art20024_art20024_01830.pt,1,3
Tp_S_NNN_S_N_art20027_art20027_01833.pt,1,3
Tp_S_NNN_S_N_art20033_art20033_01839.pt,1,3
Tp_S_NNN_S_N_art20036_art20036_01842.pt,1,3
Tp_S_NNN_S_N_art20039_art20039_01845.pt,1,3
Tp_S_NNN_S_N_art20041_art20041_01847.pt,1,3
Tp_S_NRN_S_N_arc00031_arc00031_11188.pt,1,3
Tp_S_NRN_S_N_arc00037_arc00037_01087.pt,1,3
Tp_S_NRN_S_N_arc00059_arc00059_00279.pt,1,3
Tp_S_NRN_S_N_arc00062_arc00062_00282.pt,1,3
Tp_S_NRN_S_N_arc00086_arc00086_10735.pt,1,3
Tp_S_NRN_S_N_arc00090_arc00090_00781.pt,1,3
Tp_S_NRN_S_N_arc10124_arc10124_11883.pt,1,3
Tp_S_NRN_S_N_arc10128_arc10128_11896.pt,1,3
Tp_S_NRN_S_N_arc20001_arc20001_01454.pt,1,3
Tp_S_NRN_S_N_arc20001_arc20001_02464.pt,1,3
Tp_S_NRN_S_N_arc20004_arc20004_02152.pt,1,3
Tp_S_NRN_S_N_arc20007_arc20007_02200.pt,1,3
Tp_S_NRN_S_N_arc20035_arc20035_02474.pt,1,3
Tp_S_NRN_S_N_arc20040_arc20040_02176.pt,1,3
Tp_S_NRN_S_N_arc20052_arc20052_01692.pt,1,3
Tp_S_NRN_S_N_ind20032_ind20032_01773.pt,1,3
Tp_S_NRN_S_N_ind20041_ind20041_01782.pt,1,3
Tp_S_NRN_S_N_ind20043_ind20043_01784.pt,1,3
Tp_S_NRN_S_N_ind20048_ind20048_01789.pt,1,3
Tp_S_NRN_S_N_ind20052_ind20052_01793.pt,1,3
Tp_S_NRN_S_N_ind20058_ind20058_01799.pt,1,3
Tp_S_NRN_S_N_ind20059_ind20059_01800.pt,1,3
Tp_S_NRN_S_N_nat00017_nat00017_11050.pt,1,3
Tp_S_NRN_S_N_nat00018_nat00018_10927.pt,1,3
Tp_S_NRN_S_N_nat00034_nat00034_00954.pt,1,3
Tp_S_NRN_S_N_nat00040_nat00040_00959.pt,1,3
Tp_S_NRN_S_N_nat00041_nat00041_00960.pt,1,3
Tp_S_NRN_S_N_nat00063_nat00063_00974.pt,1,3
Tp_S_NRN_S_N_nat00082_nat00082_00986.pt,1,3
Tp_S_NRN_S_N_nat00086_nat00086_00988.pt,1,3
Tp_D_NNN_M_N_art00099_cha00050_11760.pt,1,3
Tp_D_NNN_M_N_art10110_nat00059_11569.pt,1,3
Tp_D_NNN_M_N_cha00067_cha00040_11670.pt,1,3
Tp_D_NNN_M_N_cha10166_nat10142_12271.pt,1,3
Tp_D_NNN_M_N_cha10166_nat10156_12272.pt,1,3
Tp_D_NNN_M_N_cha10168_cha10140_12301.pt,1,3
Tp_D_NNN_M_N_cha10180_cha00070_12294.pt,1,3
Tp_D_NNN_M_N_nat00009_nat00013_11092.pt,1,3
Tp_D_NNN_M_N_nat00033_cha00062_11380.pt,1,3
Tp_D_NNN_M_N_nat00048_nat00053_11076.pt,1,3
Tp_D_NNN_M_N_nat00061_nat10123_11440.pt,1,3
Tp_D_NNN_M_N_nat00073_nat00097_11103.pt,1,3
Tp_D_NNN_M_N_nat10116_cha00063_11375.pt,1,3
Tp_D_NNN_M_N_nat10124_nat00059_11345.pt,1,3
Tp_D_NNN_M_N_nat10124_nat00095_11350.pt,1,3
Tp_D_NNN_M_N_nat10124_nat10156_12148.pt,1,3
Tp_D_NNN_M_N_nat10149_nat10147_12002.pt,1,3
Tp_D_NNN_M_N_nat10156_ani00021_12020.pt,1,3
Tp_D_NNN_M_N_nat10165_nat10169_12112.pt,1,3
Tp_D_NNN_M_N_nat10166_nat10169_12113.pt,1,3
Tp_S_CNN_M_N_art00074_art00074_10536.pt,1,3
Tp_S_CNN_M_N_art00080_art00080_10482.pt,1,3
Tp_S_CNN_M_N_cha00011_cha00011_10306.pt,1,3
Tp_S_CNN_M_N_cha00048_cha00048_11004.pt,1,3
Tp_S_CNN_M_N_cha00063_cha00063_10344.pt,1,3
Tp_S_CNN_M_N_cha00070_cha00070_10295.pt,1,3
Tp_S_CNN_M_N_cha00082_cha00082_10197.pt,1,3
Tp_S_CNN_M_N_ind00002_ind00002_10052.pt,1,3
Tp_S_CNN_M_N_ind00008_ind00008_10419.pt,1,3
Tp_S_CNN_M_N_ind00009_ind00009_10415.pt,1,3
Tp_S_CNN_M_N_ind00010_ind00010_10425.pt,1,3
Tp_S_CNN_M_N_ind00013_ind00013_10409.pt,1,3
Tp_S_CNN_M_N_ind00018_ind00018_10709.pt,1,3
Tp_S_CNN_M_N_ind00022_ind00022_10706.pt,1,3
Tp_S_CNN_M_N_ind00026_ind00026_10397.pt,1,3
Tp_D_NRN_M_N_ani10118_ani10123_11621.pt,1,3
Tp_D_NRN_M_N_ani10144_nat10156_12472.pt,1,3
Tp_D_NRN_M_N_ani10216_ani10215_12387.pt,1,3
Tp_D_NRN_M_N_arc00008_nat00095_11771.pt,1,3
Tp_D_NRN_M_N_arc00023_nat00099_10061.pt,1,3
Tp_D_NRN_M_N_arc00054_nat00013_11932.pt,1,3
Tp_D_NRN_M_N_arc00054_nat10124_11931.pt,1,3
Tp_D_NRN_M_N_arc00065_cha00072_11460.pt,1,3
Tp_D_NRN_M_N_arc00096_nat00013_11800.pt,1,3
Tp_D_NRN_M_N_arc10118_arc10117_10761.pt,1,3
Tp_D_NRN_M_N_arc10120_nat00060_12143.pt,1,3
Tp_D_NRN_M_N_arc10120_nat10132_12142.pt,1,3
Tp_D_NRN_M_N_arc10130_arc10125_11899.pt,1,3
Tp_S_NNN_S_N_pla00002_pla00002_00542.pt,1,3
Tp_S_NNN_S_N_pla00002_pla00002_10922.pt,1,3
Tp_S_NNN_S_N_pla00003_pla00003_00543.pt,1,3
Tp_S_NNN_S_N_pla00008_pla00008_01130.pt,1,3
Tp_S_NNN_S_N_pla00011_pla00011_01133.pt,1,3
Tp_S_NNN_S_N_pla00013_pla00013_01134.pt,1,3
Tp_S_NNN_S_N_pla00013_pla00013_20067.pt,1,3
Tp_S_NNN_S_N_pla00014_pla00014_00553.pt,1,3
Tp_S_NNN_S_N_pla00015_pla00015_00554.pt,1,3
Tp_S_NNN_S_N_pla00015_pla00015_10958.pt,1,3
Tp_S_NNN_S_N_pla00016_pla00016_01136.pt,1,3
Tp_S_NNN_S_N_pla00017_pla00017_10959.pt,1,3
Tp_S_NNN_S_N_pla00020_pla00020_00558.pt,1,3
Tp_S_NNN_S_N_pla00021_pla00021_00559.pt,1,3
Tp_S_NNN_S_N_pla00023_pla00023_00560.pt,1,3
Tp_S_NNN_S_N_pla00023_pla00023_20086.pt,1,3
Tp_S_NNN_S_N_pla00025_pla00025_00562.pt,1,3
Tp_S_NNN_S_N_pla00025_pla00025_01142.pt,1,3
Tp_S_NNN_S_N_pla00028_pla00028_01144.pt,1,3
Tp_S_NNN_S_N_pla00029_pla00029_01145.pt,1,3
Tp_S_NNN_S_N_pla00030_pla00030_00566.pt,1,3
Tp_S_NNN_S_N_pla00030_pla00030_10946.pt,1,3
Tp_S_NNN_S_N_pla00031_pla00031_00567.pt,1,3
Tp_S_NNN_S_N_pla00031_pla00031_01146.pt,1,3
Tp_S_NNN_S_N_pla00033_pla00033_10999.pt,1,3
Tp_D_NRN_M_N_ind10102_cha10112_11547.pt,1,3
Tp_D_NRN_M_N_ind10103_pla00050_11558.pt,1,4
Tp_D_NRN_M_N_nat00002_cha00062_11516.pt,1,4
Tp_D_NRN_M_N_nat00012_nat00013_11054.pt,1,4
Tp_D_NRN_M_N_nat00013_cha00070_11393.pt,1,4
Tp_D_NRN_M_N_nat00014_nat00028_11038.pt,1,4
Tp_D_NRN_M_N_nat00028_nat00013_11053.pt,1,4
Tp_D_NRN_M_N_nat00031_nat00013_11065.pt,1,4
Tp_D_NRN_M_N_nat00040_nat00013_11073.pt,1,4
Tp_D_NRN_M_N_nat00072_nat00059_11107.pt,1,4
Tp_D_NRN_M_N_nat00083_ani00037_10055.pt,1,4
Tp_D_NRN_M_N_nat00091_nat00097_11099.pt,1,4
Tp_D_NRN_M_N_nat00095_nat00083_10080.pt,1,4
Tp_D_NRN_M_N_nat00097_nat00059_11109.pt,1,4
Tp_D_NRN_M_N_nat00099_art00096_11447.pt,1,4
Tp_D_NRN_M_N_nat00099_nat00023_10348.pt,1,4
Tp_D_NRN_M_N_nat10106_nat00059_11351.pt,1,4
Tp_D_NRN_M_N_nat10107_nat00059_11484.pt,1,4
Tp_D_NRN_M_N_nat10110_cha00031_11367.pt,1,4
Tp_D_NRN_M_N_nat10110_cha00052_11366.pt,1,4
Tp_D_NRN_M_N_nat10110_cha00086_11370.pt,1,4
Tp_S_NRN_S_B_cha20001_cha20001_01504.pt,1,4
Tp_S_NRN_S_B_cha20030_cha20030_02029.pt,1,4
Tp_S_NRN_S_B_ind00024_ind00024_20090.pt,1,4
Tp_S_NRN_S_B_ind20029_ind20029_02284.pt,1,4
Tp_S_NRN_S_B_nat00089_nat00089_00991.pt,1,4
Tp_S_NRN_S_B_nat00098_nat00098_00995.pt,1,4
Tp_S_NRN_S_B_nat10133_nat10133_11909.pt,1,4
Tp_S_NRN_S_B_nat20006_nat20006_02206.pt,1,4
Tp_S_NRN_S_B_nat20009_nat20009_01513.pt,1,4
Tp_S_NRN_S_B_nat20014_nat20014_01518.pt,1,4
Tp_S_NRN_S_B_nat20091_nat20091_01595.pt,1,4
Tp_S_NRN_S_B_pla00004_pla00004_00544.pt,1,4
Tp_S_NRN_S_B_pla00014_pla00014_10986.pt,1,4
Tp_S_NRN_S_B_pla20090_pla20090_01990.pt,1,4
Tp_S_NRN_S_B_pla20095_pla20095_01995.pt,1,4
Tp_S_NRN_S_B_sec00038_sec00038_10483.pt,1,4
Tp_S_NRN_S_B_sec00065_sec00065_00745.pt,1,4
Tp_S_NRN_S_B_sec20014_sec20014_01449.pt,1,4
Tp_S_NRN_S_B_sec20017_sec20017_01607.pt,1,4
Tp_S_NRN_S_M_ind00055_ind00055_10909.pt,1,4
Tp_S_NRN_S_N_ani00002_ani00002_00002.pt,1,4
Tp_S_NRN_S_N_ani00003_ani00003_00123.pt,1,4
Tp_S_NRN_S_N_ani00010_ani00010_00130.pt,1,4
Tp_S_NRN_S_N_ani00020_ani00020_00140.pt,1,4
Tp_S_NRN_S_N_ani00033_ani00033_00153.pt,1,4
Tp_S_NND_S_N_nat20067_nat20067_01571.pt,1,4
Tp_S_NND_S_N_nat20069_nat20069_01573.pt,1,4
Tp_S_NND_S_N_pla00001_pla00001_00541.pt,1,4
Tp_S_NND_S_N_pla00007_pla00007_01129.pt,1,4
Tp_S_NND_S_N_pla00048_pla00048_01157.pt,1,4
Tp_S_NND_S_N_pla00078_pla00078_10451.pt,1,4
Tp_S_NND_S_N_pla20010_pla20010_01910.pt,1,4
Tp_S_NND_S_N_pla20021_pla20021_01921.pt,1,4
Tp_S_NND_S_N_pla20042_pla20042_01942.pt,1,4
Tp_S_NND_S_N_pla20084_pla20084_01984.pt,1,4
Tp_S_NND_S_N_sec00009_sec00009_10858.pt,1,4
Tp_S_NND_S_N_sec00042_sec00042_00063.pt,1,4
Tp_S_NND_S_N_sec00052_sec00052_00073.pt,1,4
Tp_S_NND_S_N_sec00056_sec00056_00077.pt,1,4
Tp_S_NND_S_N_sec00059_sec00059_11267.pt,1,4
Tp_S_NND_S_N_sec00059_sec00059_11269.pt,1,4
Tp_D_CRN_S_B_cha00085_ani00064_00405.pt,1,4
Tp_D_CRN_S_B_cha00093_ani00061_00413.pt,1,4
Tp_D_CRN_S_B_ind00029_art00030_20103.pt,1,4
Tp_D_CRN_S_B_nat00030_arc00029_20104.pt,1,4
Tp_D_CRN_S_B_nat10153_ani00001_12136.pt,1,4
Tp_D_CRN_S_B_pla00041_pla00040_10978.pt,1,4
Tp_D_CRN_S_B_pla00071_pla00070_11214.pt,1,4
Tp_D_CRN_S_B_sec00004_ind00069_00024.pt,1,4
Tp_D_CRN_S_B_sec00050_sec00055_11246.pt,1,4
Tp_D_CRN_S_B_sec00093_sec00098_00113.pt,1,4
Tp_D_CRN_S_N_ani00050_ani00019_11856.pt,1,4
Tp_D_CRN_S_N_ani00054_ani00019_11859.pt,1,4
Tp_D_CRN_S_N_ani00055_ani00019_11860.pt,1,4
Tp_D_CRN_S_N_ani10120_ani00100_11618.pt,1,4
Tp_D_CRN_S_N_ani10120_sec00098_11614.pt,1,4
Tp_D_CRN_S_N_ani10121_sec00098_11615.pt,1,4
Tp_D_CRN_S_N_ani10151_ani10206_12489.pt,1,4
Tp_D_CRN_S_N_ani10184_ani10206_12421.pt,1,4
Tp_D_CRN_S_N_ani10189_ani00058_12432.pt,1,4
Tp_D_CRN_S_N_ani10205_ani10206_12417.pt,1,4
Tp_D_NRN_S_N_nat20086_nat20082_01590.pt,1,4
Tp_D_NRN_S_N_nat20097_nat20023_01601.pt,1,4
Tp_D_NRN_S_N_pla00009_pla00010_10933.pt,1,4
Tp_D_NRN_S_N_pla00010_pla00008_10935.pt,1,4
Tp_D_NRN_S_N_pla00011_pla00010_10932.pt,1,4
Tp_D_NRN_S_N_pla00015_pla00016_10960.pt,1,4
Tp_D_NRN_S_N_pla00026_pla00018_10957.pt,1,4
Tp_D_NRN_S_N_pla00077_ani00058_01180.pt,1,4
Tp_D_NRN_S_N_pla00085_ani00005_00607.pt,1,4
Tp_D_NRN_S_N_pla00085_ani00081_01187.pt,1,4
Tp_D_NRN_S_N_pla00093_sec00097_11288.pt,1,4
Tp_D_NRN_S_N_pla00093_txt00070_11327.pt,1,4
Tp_D_NRN_S_N_pla10120_ani10122_11607.pt,1,4
Tp_D_NRN_S_N_pla10120_pla00020_11603.pt,1,4
Tp_D_CRN_S_N_ind00044_sec00007_00453.pt,1,4
Tp_D_CRN_S_N_ind00060_ind00062_10700.pt,1,4
Tp_D_CRN_S_N_ind00087_ind00084_11750.pt,1,4
Tp_D_CRN_S_N_ind00100_cha00026_00489.pt,1,4
Tp_D_CRN_S_N_nat00033_cha00086_11502.pt,1,4
Tp_D_CRN_S_N_nat00099_nat00061_10075.pt,1,4
Tp_D_CRN_S_N_nat10108_sec00097_11696.pt,1,4
Tp_D_CRN_S_N_nat10145_ani00037_11983.pt,1,4
Tp_D_CRN_S_N_nat10156_ani00099_12024.pt,1,4
Tp_D_CRN_S_N_nat10159_ani00005_12053.pt,1,4
Tp_D_CRN_S_N_nat10159_ani00037_12060.pt,1,4
Tp_D_CRN_S_N_nat10159_ani00097_12063.pt,1,4
Tp_D_CRN_S_N_nat10161_art00021_12084.pt,1,4
Tp_D_CRN_S_N_nat10163_sec00097_12089.pt,1,4
Tp_D_CRN_S_N_nat10164_ani00005_12093.pt,1,4
Tp_S_CRN_S_N_art00040_art00040_10464.pt,1,4
Tp_S_CRN_S_N_art10109_art10109_11572.pt,1,4
Tp_S_CRN_S_N_art20002_art20002_02497.pt,1,4
Tp_S_CRN_S_N_art20022_art20022_01828.pt,1,4
Tp_S_CRN_S_N_art20052_art20052_01858.pt,1,4
Tp_S_CRN_S_N_art20059_art20059_01865.pt,1,4
Tp_S_CRN_S_N_art20061_art20061_01867.pt,1,4
Tp_S_CRN_S_N_art20067_art20067_02323.pt,1,4
Tp_S_CRN_S_N_art20072_art20072_02321.pt,1,4
Tp_S_CRN_S_N_art20075_art20075_02318.pt,1,4
Tp_S_CRN_S_N_art20083_art20083_01889.pt,1,4
Tp_S_CRN_S_N_art20093_art20093_01899.pt,1,4
Tp_S_CRN_S_N_cha00021_cha00021_11182.pt,1,4
Tp_S_CRN_S_N_cha00040_cha00040_11034.pt,1,4
Tp_S_CRN_S_N_cha00045_cha00045_11007.pt,1,4
Tp_S_CRN_S_N_cha00053_cha00053_11720.pt,1,4
Tp_S_CRN_S_N_cha00090_cha00090_10175.pt,1,4
Tp_S_CRN_S_N_cha10113_cha10113_11543.pt,1,4
Tp_S_CRN_S_N_cha10115_cha10115_12173.pt,1,4
Tp_S_CRN_S_N_cha10135_cha10135_12206.pt,1,4
Tp_S_CRN_S_N_cha10143_cha10143_12227.pt,1,4
Tp_S_CNN_S_N_ani20032_ani20032_02075.pt,1,4
Tp_S_CNN_S_N_ani20052_ani20052_02095.pt,1,4
Tp_S_CNN_S_N_arc00011_arc00011_01110.pt,1,4
Tp_S_CNN_S_N_arc00014_arc00014_01112.pt,1,4
Tp_S_CNN_S_N_arc00018_arc00018_01116.pt,1,4
Tp_S_CNN_S_N_arc00020_arc00020_00240.pt,1,4
Tp_S_CNN_S_N_arc00030_arc00030_00778.pt,1,4
Tp_S_CNN_S_N_arc00041_arc00041_01084.pt,1,4
Tp_S_CNN_S_N_arc00048_arc00048_10243.pt,1,4
Tp_S_CNN_S_N_arc00048_arc00048_10244.pt,1,4
Tp_S_CNN_S_N_arc00049_arc00049_10247.pt,1,4
Tp_S_CNN_S_N_arc00050_arc00050_01076.pt,1,4
Tp_S_CNN_S_N_arc00050_arc00050_10246.pt,1,4
Tp_S_CNN_S_N_arc00051_arc00051_10245.pt,1,4
Tp_S_CNN_S_N_arc00067_arc00067_10251.pt,1,4
Tp_S_CNN_S_N_arc00073_arc00073_01054.pt,1,4
Tp_S_CNN_S_N_arc00083_arc00083_00303.pt,1,4
Tp_S_NRD_S_B_sec20058_sec20058_02147.pt,1,4
Tp_S_NRD_S_B_sec20066_sec20066_01656.pt,1,4
Tp_S_NRD_S_N_ani00001_ani00001_00014.pt,1,4
Tp_S_NRD_S_N_ani00019_ani00019_00139.pt,1,4
Tp_S_NRD_S_N_ani00064_ani00064_00184.pt,1,4
Tp_S_NRD_S_N_ani00078_ani00078_00822.pt,1,4
Tp_S_NRD_S_N_ani00081_ani00081_00201.pt,1,4
Tp_S_NRD_S_N_ani00095_ani00095_01255.pt,1,4
Tp_S_NRD_S_N_ani00100_ani00100_00220.pt,1,4
Tp_S_NRD_S_N_ani20011_ani20011_02054.pt,1,4
Tp_S_NRD_S_N_ani20066_ani20066_02108.pt,1,4
Tp_S_NRD_S_N_arc00006_arc00006_01122.pt,1,4
Tp_S_NNN_S_N_pla20074_pla20074_01974.pt,1,4
Tp_S_NNN_S_N_pla20075_pla20075_02362.pt,1,4
Tp_S_NNN_S_N_pla20076_pla20076_01976.pt,1,4
Tp_S_NNN_S_N_pla20077_pla20077_02360.pt,1,4
Tp_S_NNN_S_N_pla20082_pla20082_02491.pt,1,4
Tp_S_NNN_S_N_pla20085_pla20085_01985.pt,1,4
Tp_S_NNN_S_N_pla20087_pla20087_01987.pt,1,4
Tp_S_NNN_S_N_pla20087_pla20087_02355.pt,1,4
Tp_S_NNN_S_N_pla20089_pla20089_01989.pt,1,4
Tp_S_NNN_S_N_pla20095_pla20095_02347.pt,1,4
Tp_S_NNN_S_N_pla20096_pla20096_02346.pt,1,4
Tp_S_NNN_S_N_sec00001_sec00001_00768.pt,1,4
Tp_S_NNN_S_N_sec00002_sec00002_10786.pt,1,4
Tp_S_NNN_S_N_sec00007_sec00007_10788.pt,1,4
Tp_S_NNN_S_N_sec00008_sec00008_10799.pt,1,4
Tp_S_NNN_S_N_sec00008_sec00008_10801.pt,1,4
Tp_S_NNN_S_N_sec00008_sec00008_10802.pt,1,4
Tp_S_CNN_M_N_sec00087_sec00087_10361.pt,1,4
Tp_S_CNN_M_N_sec00091_sec00091_10355.pt,1,4
Tp_S_CNN_M_N_sec00092_sec00092_10358.pt,1,4
Tp_S_CNN_M_N_txt00010_txt00010_10844.pt,1,4
Tp_S_CNN_M_N_txt00016_txt00016_10833.pt,1,4
Tp_S_CNN_M_N_txt00020_txt00020_10840.pt,1,4
Tp_S_CNN_M_N_txt00021_txt00021_10866.pt,1,4
Tp_S_CNN_M_N_txt00026_txt00026_10329.pt,1,4
Tp_S_CNN_M_N_txt00029_txt00029_10834.pt,1,4
Tp_S_CNN_M_N_txt00042_txt00042_10830.pt,1,4
Tp_S_CNN_M_N_txt00055_txt00055_10826.pt,1,4
Tp_S_CNN_M_N_txt00072_txt00072_10204.pt,1,4
Tp_S_CNN_M_N_txt00077_txt00077_11296.pt,1,4
Tp_S_CNN_M_N_txt00085_txt00085_11309.pt,1,4
Tp_S_CNN_M_N_txt00086_txt00086_10823.pt,1,4
Tp_S_CNN_M_N_txt00086_txt00086_11312.pt,1,4
Tp_S_CNN_M_N_txt00089_txt00089_11313.pt,1,4
Tp_S_CNN_M_N_txt00096_txt00096_10163.pt,1,4
Tp_S_CNN_M_N_txt00098_txt00098_10153.pt,1,4
Tp_S_CNN_M_N_txt00100_txt00100_10155.pt,1,4
Tp_S_CNN_M_N_txt10110_txt10110_10862.pt,1,4
Tp_S_CNN_M_N_txt10113_txt10113_10865.pt,1,4
Tp_S_CNN_M_O_ani00097_ani00097_10101.pt,1,4
Tp_S_CNN_M_O_art00051_art00051_10280.pt,1,4
Tp_S_CNN_S_B_arc00093_arc00093_01037.pt,1,4
Tp_S_NNN_S_B_pla20013_pla20013_02392.pt,1,4
Tp_S_NNN_S_B_pla20037_pla20037_02384.pt,1,4
Tp_S_NNN_S_B_pla20047_pla20047_02380.pt,1,4
Tp_S_NNN_S_B_pla20061_pla20061_02371.pt,1,4
Tp_S_NNN_S_B_pla20065_pla20065_02368.pt,1,4
Tp_S_NNN_S_B_pla20090_pla20090_02352.pt,1,4
Tp_S_NNN_S_B_pla20093_pla20093_02349.pt,1,4
Tp_S_NNN_S_B_pla20099_pla20099_02343.pt,1,4
Tp_S_NNN_S_B_sec00028_sec00028_20116.pt,1,4
Tp_S_NNN_S_B_sec00031_sec00031_00738.pt,1,4
Tp_S_NNN_S_B_sec00038_sec00038_00059.pt,1,4
Tp_S_NNN_S_B_sec00040_sec00040_00061.pt,1,4
Tp_S_NNN_S_B_sec00045_sec00045_00735.pt,1,4
Tp_S_NNN_S_B_sec00064_sec00064_00741.pt,1,4
Tp_S_NNN_S_B_sec00065_sec00065_00086.pt,1,4
Tp_S_NNN_S_B_sec00083_sec00083_11286.pt,1,4
Tp_S_NNN_S_B_sec00087_sec00087_00107.pt,1,4
Tp_S_NNN_S_B_sec00089_sec00089_00109.pt,1,4
Tp_S_NNN_S_B_sec00098_sec00098_00011.pt,1,4
Tp_S_NNN_S_B_sec10002_sec10002_20048.pt,1,4
Tp_S_NNN_S_B_sec10116_sec10116_12145.pt,1,4
Tp_S_NNN_S_B_sec20001_sec20001_01436.pt,1,4
Tp_S_NNN_S_B_sec20005_sec20005_01440.pt,1,4
Tp_S_NNN_S_N_ani00086_ani00086_11125.pt,1,4
Tp_S_NNN_S_N_ani00087_ani00087_00207.pt,1,4
Tp_S_NNN_S_N_ani00087_ani00087_00814.pt,1,4
Tp_S_NNN_S_N_ani00089_ani00089_11145.pt,1,4
Tp_S_NNN_S_N_ani00090_ani00090_00812.pt,1,4
Tp_S_NNN_S_N_ani00092_ani00092_00811.pt,1,4
Tp_S_NNN_S_N_ani00095_ani00095_00215.pt,1,4
Tp_S_NNN_S_N_ani00097_ani00097_00807.pt,1,4
Tp_S_NNN_S_N_ani00097_ani00097_01254.pt,1,4
Tp_S_NNN_S_N_ani00098_ani00098_00804.pt,1,4
Tp_S_NNN_S_N_ani00099_ani00099_00806.pt,1,4
Tp_S_NNN_S_N_ani00100_ani00100_00805.pt,1,4
Tp_S_NNN_S_N_ani00100_ani00100_11649.pt,1,4
Tp_S_NNN_S_N_ani10103_ani10103_10633.pt,1,4
